timeDeltaus,GPSspeedkph,currentSampleHz,timeus,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3
187715,186.66,5.327225,4.9407e+07,-94,-13,29,1595,1.524,-62,-10,21,-8571,9674,8026,1025,1434,1355,1079
188219,181.08,5.31296,4.960692e+07,-95,-9,36,1581,1.524,-55,-8,29,-6903,13063,2596,932,1522,1352,974
199914,176.184,5.002151,4.980738e+07,-139,-16,48,1526,1.524,-94,-7,37,-3045,13347,6303,780,1521,1239,792
188159,170.028,5.314654,5.00073e+07,-158,-8,52,1456,1.551,-89,-11,36,-3926,14597,2480,683,1422,1147,511
89971,159.912,11.11469,5.019546e+07,-159,-6,72,1452,1.542,-111,-9,39,-2069,13234,5226,747,1334,1128,522
110076,159.912,9.084632,5.028543e+07,-159,-7,77,1452,1.56,-107,-4,49,-718,11834,5838,649,1425,1123,534
200524,147.816,4.986934,5.04077e+07,-159,-12,85,1466,1.569,-111,-16,38,-724,12257,8521,856,1265,1089,634
188122,132.156,5.315699,5.060822e+07,-159,-16,90,1474,1.56,-108,-16,31,-513,10428,11312,1043,1160,976,730
208610,114.156,4.793634,5.080854e+07,-132,-22,93,1527,1.524,-90,-17,30,138,7968,12755,1276,1162,996,907
269308,96.48,3.713221,5.101715e+07,-22,-41,85,1591,1.498,-20,-28,48,-503,7589,11016,1283,1296,1292,990
122563,78.264,8.159069,5.128645e+07,0,-20,55,1524,1.551,-14,-10,26,619,4755,11839,1131,1072,1116,997
183645,64.548,5.445288,5.201714e+07,0,23,3,1461,1.604,-2,17,-1,-30,1926,7649,1001,922,968,912
122201,73.836,8.183239,5.22987e+07,-8,25,1,1456,1.613,-5,13,-2,-87,1378,5514,1017,916,960,869
196314,83.016,5.09388,5.24209e+07,-8,42,1,1452,1.604,-5,29,-1,59,1835,5184,984,920,946,881
203891,91.332,4.904581,5.261722e+07,-12,43,1,1449,1.622,-7,28,0,362,1393,3934,954,925,955,872
122597,109.944,8.156806,5.329841e+07,-3,0,3,1824,1.418,-3,-2,1,-889,1709,11161,1745,1644,1756,1610
199899,123.372,5.002526,5.342101e+07,-3,0,3,1872,1.409,-1,-2,4,-1429,1965,7241,1835,1750,1862,1698
199956,144.684,5.0011,5.362091e+07,-3,-1,3,1942,1.338,-2,-2,-2,-2245,1702,8159,1997,1885,1982,1851
200183,164.772,4.995429,5.382087e+07,-3,0,1,2000,1.303,0,-1,1,-2477,1599,-320,2047,1925,2009,1890
277674,182.808,3.601345,5.402105e+07,-3,-3,0,2000,1.303,-13,1,-6,-3233,1340,3536,2047,1912,2007,1922
122378,195.156,8.171403,5.429872e+07,-3,-5,0,2000,1.276,-14,-5,-1,-3622,986,-637,2047,1912,1994,1932
200229,202.608,4.994282,5.44211e+07,-3,-17,0,2000,1.276,-17,-17,-4,-3397,656,1755,2047,1915,1994,1940
200093,208.008,4.997676,5.462133e+07,-3,-22,0,2000,1.249,-7,0,-2,-5879,693,-5327,2047,1937,1978,1973
199906,211.824,5.002351,5.482142e+07,-3,-20,0,2000,1.232,-5,-7,4,-6409,1192,365,2047,1983,2003,1984
277808,214.164,3.599608,5.502133e+07,-3,-18,0,2000,1.214,-8,-18,2,-7348,1275,1264,2047,1994,2016,1970
122548,215.424,8.160068,5.529914e+07,-3,-16,0,2000,1.196,-9,-7,-1,-8098,646,-6649,2047,1987,1998,1995
199984,215.424,5.0004,5.542168e+07,-3,-13,0,2000,1.196,-4,-5,2,-8570,1313,-6192,2046,2005,2014,1972
200207,215.136,4.99483,5.562167e+07,-3,-8,-1,1988,1.178,-5,-2,4,-8317,1837,5706,2012,2017,2042,1970
200129,214.38,4.996777,5.582188e+07,-32,-2,-3,1789,1.338,-21,1,0,-6876,2561,-277,1604,1665,1627,1574
277688,213.624,3.601164,5.602200e+07,-41,-2,-1,1591,1.524,-21,3,0,-6023,4104,-2967,1213,1357,1145,1146
122728,208.944,8.1481,5.629969e+07,-104,-7,13,1454,1.595,-65,-6,13,-3921,7412,-5271,912,1155,918,761
200003,197.82,4.999925,5.642242e+07,-110,-3,22,1429,1.595,-68,-4,17,-3234,10276,-4374,859,1138,846,700
199993,185.256,5.000175,5.662242e+07,-126,-3,25,1423,1.586,-86,4,26,-2927,13242,-1454,724,1221,909,641
180034,170.064,5.554506,5.682242e+07,-158,-3,42,1435,1.577,-117,-1,38,-2343,16059,1409,606,1201,1153,632
187390,153.288,5.336464,5.702283e+07,-160,-3,58,1447,1.577,-111,-2,37,-1007,15388,3761,720,1328,1050,592
89949,135.288,11.11741,5.721022e+07,-47,-13,0,1254,1.622,-79,36,31,-3120,11199,-11496,116,895,1146,1113
122280,135.288,8.177952,5.730017e+07,-50,-15,0,1254,1.622,-46,9,26,-1307,14605,-7347,116,901,1103,998
200457,120.528,4.988601,5.742245e+07,-72,-17,0,1250,1.622,-49,-6,18,-1467,14051,-5351,116,870,1142,1023
200138,105.624,4.996552,5.76229e+07,-95,-25,0,1286,1.622,-59,-17,8,-2166,14770,-2434,116,847,1002,886
179613,87.12,5.567526,5.782304e+07,-123,-38,-3,1289,1.613,-93,-14,14,-3271,16191,1105,116,1101,1205,1038
179741,68.508,5.563561,5.802327e+07,-128,-38,-1,1321,1.586,-80,-21,18,-3479,16154,6656,116,1177,1205,886
97984,60.3,10.20575,5.820301e+07,-150,-31,5,1400,1.577,-90,-25,22,-4355,16037,5619,116,1233,1324,835
187766,63.504,5.325778,5.882387e+07,-117,-1,33,1442,1.604,-87,-3,16,-4924,11426,8094,535,1072,1225,817
277649,75.96,3.60167,5.902382e+07,-107,0,42,1440,1.613,-67,-2,23,-4588,10237,8795,587,1145,1159,742
122726,88.884,8.148233,5.930147e+07,-72,-15,63,1456,1.604,-38,-15,27,-2746,9186,10285,740,1163,1082,778
200038,99.108,4.99905,5.942419e+07,-50,-23,60,1458,1.604,-30,-18,18,-3016,8204,9821,765,1077,1033,904
188070,108.504,5.317169,5.962423e+07,-9,-26,40,1473,1.604,-5,-24,7,-2934,7479,11034,948,1048,1005,900
200230,116.172,4.994257,5.982454e+07,5,-25,52,1387,1.631,-2,-18,21,-2581,6082,7628,691,841,908,763
281655,127.98,3.550443,6.002477e+07,35,-3,80,1370,1.639,24,-5,43,-2591,4707,5185,669,823,880,692
118364,147.816,8.448515,6.030643e+07,22,-1,14,1406,1.639,17,-2,0,-3710,3392,5318,818,837,867,835
191795,170.28,5.2139,6.042479e+07,1,-1,3,1393,1.639,2,-1,-5,-3006,2395,5130,799,793,848,811
199854,190.548,5.003653,6.062478e+07,-2,29,1,1376,1.648,-2,17,-3,-3631,1846,3232,765,754,833,760
212418,205.848,4.707699,6.082464e+07,-2,37,7,1356,1.648,-2,25,0,-1886,1416,2259,735,716,754,745
269373,216.288,3.712325,6.103706e+07,-2,49,7,1353,1.657,-2,32,7,-1499,1201,1546,671,742,781,731
118379,223.956,8.447444,6.130643e+07,-2,39,13,1383,1.657,0,26,8,-680,1264,1535,782,782,807,798
199962,229.284,5.00095,6.142481e+07,-2,1,27,1429,1.631,0,0,18,-831,907,3242,873,889,912,869
200279,230.544,4.993035,6.162477e+07,-2,0,20,1463,1.639,-4,-1,11,-1432,1039,4805,944,907,981,988
199808,230.94,5.004805,6.182505e+07,-2,-34,0,1357,1.666,-5,-20,0,-2005,705,390,711,716,746,785
293809,230.796,3.403572,6.202486e+07,-2,-40,0,1355,1.666,-2,-26,5,-535,766,185,685,751,774,732
106105,231.66,9.424627,6.231867e+07,-2,0,0,1386,1.657,-2,-1,-8,-4806,797,1218,816,716,792,870
200135,231.552,4.996627,6.242477e+07,0,28,0,1389,1.657,1,20,13,-4875,759,2397,698,872,919,729
203810,231.552,4.906531,6.262491e+07,0,21,0,1405,1.657,0,14,3,-4364,507,1623,784,839,888,837
208338,223.812,4.799892,6.282872e+07,0,-25,0,1375,1.657,-1,-17,3,-3716,780,2060,749,778,825,753
281693,207.324,3.549964,6.303705e+07,134,-3,-58,1361,1.666,94,0,-29,-4481,-1031,1207,688,772,780,750
110124,186.156,9.080673,6.331875e+07,174,-1,-26,1431,1.639,124,4,-13,-3338,-11516,6462,951,955,771,883
200258,172.656,4.993558,6.342887e+07,170,-1,-16,1435,1.639,117,1,-7,-3109,-12730,7271,934,992,737,929
199823,147.024,5.004429,6.362913e+07,142,-12,-4,1472,1.631,83,-7,-14,-2757,-13592,10747,1054,840,790,1210
187785,119.916,5.325239,6.382895e+07,115,-32,-5,1474,1.613,70,-24,-3,-3182,-12227,7286,1109,951,769,1081
188178,94.572,5.314117,6.402896e+07,114,-33,-4,1456,1.631,72,-23,-14,-3144,-10446,9324,1109,741,703,1210
102030,74.88,9.801039,6.421714e+07,105,-35,-4,1426,1.622,70,-19,-4,-3901,-9966,10183,963,766,661,1129
97820,63.468,10.22286,6.53194e+07,-3,-25,-19,1460,1.622,-5,-20,-5,-4825,-3646,4705,1035,915,876,970
200223,76.428,4.994431,6.543761e+07,-2,-32,-17,1460,1.622,0,-22,-6,-5331,-3091,4240,1058,902,886,950
199912,87.66,5.002201,6.563784e+07,-3,-16,-16,1460,1.631,-4,-10,-9,-5273,-2568,4856,1033,881,874,1007
199952,98.352,5.0012,6.583775e+07,-8,-7,-23,1460,1.631,-6,-3,-5,-5645,-1882,4735,982,963,927,924
281582,106.488,3.551363,6.60377e+07,-13,-3,-23,1460,1.622,-10,-2,-11,-5334,-786,4923,985,900,946,965
118446,116.28,8.442666,6.631928e+07,-16,-3,-23,1460,1.631,-13,0,-12,-4648,255,4585,940,907,966,981
199896,135.252,5.002601,6.643773e+07,-4,-18,-22,1460,1.639,-6,-14,-10,-5116,496,3634,960,916,979,941
203828,158.904,4.906097,6.663762e+07,10,-3,-5,1420,1.639,4,-4,-10,-5040,-252,4443,933,781,850,907
187715,179.604,5.327225,6.684145e+07,10,-1,-3,1383,1.657,10,3,-6,-4613,-709,1785,831,758,751,830
282218,195.66,3.54336,6.702917e+07,0,0,-3,1346,1.666,1,0,-5,-3888,-1060,1210,746,684,673,765
130628,207.324,7.655327,6.731139e+07,-3,0,-1,1344,1.657,-3,-3,0,-3566,-376,-50,719,676,717,740
199834,213.984,5.004153,6.744201e+07,2,0,-1,1378,1.657,3,-4,2,-3926,-3,2474,799,769,799,761
200183,218.7,4.995429,6.764185e+07,16,0,-1,1393,1.648,11,-3,-5,-3450,-963,2734,859,744,806,843
199800,221.976,5.005005,6.784203e+07,23,22,-3,1393,1.657,15,13,-8,-4019,-1002,2308,861,733,788,869
269354,223.308,3.712586,6.804183e+07,31,0,-3,1392,1.657,17,-1,-8,-3064,-1566,2386,854,727,777,885
130459,223.2,7.665243,6.831118e+07,57,0,-16,1393,1.657,38,-1,-13,-3314,-3710,3385,891,780,747,833
179522,221.652,5.570348,6.844164e+07,57,-1,-16,1393,1.648,38,0,-6,-3369,-4646,3422,839,827,778,806
199856,198.576,5.003603,6.864181e+07,82,-38,-45,1393,1.648,52,-25,-16,-3224,-5639,4170,814,893,762,781
179642,170.316,5.566627,6.884167e+07,110,-58,-63,1392,1.648,80,-30,-40,-3481,-7797,5136,929,850,616,848
269588,142.884,3.709364,6.904176e+07,110,-23,-71,1392,1.648,75,-12,-44,-3774,-9371,6466,947,859,557,879
130553,122.652,7.659724,6.931135e+07,114,0,-69,1392,1.648,72,-4,-30,-2583,-9539,7426,893,872,662,816
187932,100.476,5.321074,6.94419e+07,120,0,-69,1392,1.657,76,-2,-39,-2132,-9616,7851,903,782,643,915
212484,80.928,4.706237,6.962983e+07,129,0,-69,1393,1.648,80,-1,-32,-367,-9287,8805,851,819,719,861
179724,64.8,5.564087,7.164326e+07,0,-22,0,1840,1.48,0,-14,0,-5806,-6107,13882,1774,1679,1673,1759
179326,78.084,5.576436,7.184332e+07,0,15,1,1894,1.436,-1,11,0,-6204,-3597,5726,1886,1773,1803,1862
179878,88.236,5.559324,7.204322e+07,1,41,4,1929,1.409,1,28,2,-3160,-2656,6872,1937,1836,1883,1952
89850,95.112,11.12966,7.22231e+07,1,37,7,1956,1.391,-3,26,4,-468,-1911,3342,1987,1891,1926,2025
110231,95.112,9.071858,7.231295e+07,1,25,5,1978,1.409,-6,20,1,556,-1400,5815,1971,1876,1911,2047
187901,97.704,5.321951,7.244373e+07,1,2,3,1997,1.409,0,9,-1,914,-1042,2812,1974,1870,1886,2047
199817,99.576,5.004579,7.264385e+07,2,-9,1,2000,1.418,-6,-4,0,-636,-741,1240,1951,1844,1888,2047
191990,102.816,5.208605,7.284367e+07,2,-30,0,2000,1.409,-12,-20,-1,-4432,-1312,1672,1953,1843,1934,2047
183608,105.624,5.446386,7.305218e+07,2,-7,0,2000,1.4,6,3,5,-6927,-2100,-3309,1986,1896,1967,2043
89864,110.7,11.12793,7.323579e+07,2,-3,0,2000,1.4,3,-7,2,-5900,-1818,-2123,1983,1874,1949,2043
118262,110.7,8.455802,7.332566e+07,2,-4,0,2000,1.409,6,-1,1,-6142,679,-44,1949,1847,1956,2043
200607,115.596,4.984871,7.344392e+07,2,-9,0,2000,1.409,0,1,-18,-3907,-361,-3861,1961,1820,1903,2047
191767,122.256,5.214662,7.364452e+07,2,-17,0,2000,1.4,2,-7,-1,-7876,-717,4954,1972,1869,1973,2037
191830,129.24,5.212949,7.384444e+07,2,-17,0,2000,1.4,2,-20,-6,-8101,-1398,1690,1992,1852,1970,2025
191809,137.196,5.21352,7.404451e+07,2,-17,0,2000,1.391,5,-9,-2,-7596,-1371,-2645,1981,1866,1977,2031
89894,138.204,11.12421,7.423632e+07,2,-18,0,2000,1.391,-8,-7,2,-9384,-1477,4072,1973,1862,1975,2033
118500,138.204,8.438819,7.432621e+07,2,-18,-1,2000,1.382,8,-16,11,-8911,-248,-8600,1978,1896,2014,2030
200015,136.044,4.999625,7.444471e+07,2,-17,-1,1998,1.391,-5,-2,-11,-9490,-2024,8822,1978,1850,1952,2035
200037,136.224,4.999075,7.464473e+07,0,-13,-1,1962,1.382,0,-1,16,-8594,-2314,-5298,1953,1925,2000,1999
212229,133.884,4.711891,7.484476e+07,-72,-4,-23,1548,1.577,-47,-1,-9,-7019,3014,-3482,1034,1111,1177,1189
269846,131.724,3.705817,7.505699e+07,-113,-32,-1,1410,1.586,-106,0,16,-5805,14257,-6874,222,861,1186,1119
118380,130.392,8.447373,7.532684e+07,-145,-48,25,1338,1.56,-98,-40,23,-1743,21775,1360,116,906,1112,1011
200386,126.36,4.990369,7.544522e+07,-153,-45,20,1333,1.569,-111,-28,24,-1380,24171,2796,116,1053,1167,1048
199991,125.82,5.000225,7.564561e+07,-154,-50,16,1378,1.586,-47,-57,13,-2479,19948,5522,230,1163,1019,720
200200,127.296,4.995005,7.58456e+07,-154,-50,26,1383,1.569,-103,-30,20,-4312,15313,5244,316,1188,1069,596
281766,124.668,3.549044,7.60458e+07,-152,-40,32,1383,1.577,-102,-32,24,-3964,13508,7866,235,1164,1190,581
110055,125.784,9.086366,7.632756e+07,-149,-29,40,1386,1.577,-95,-24,25,-1659,9458,8871,421,1220,1064,488
212517,125.352,4.705506,7.644574e+07,-145,-29,43,1396,1.577,-96,-26,11,-3137,8497,9228,585,1093,965,633
179521,125.352,5.570379,7.665826e+07,-97,-28,47,1412,1.577,-72,-30,19,-2889,6217,9764,671,967,1087,680
204062,118.152,4.900471,7.685432e+07,-6,-27,58,1447,1.569,-2,-15,22,-3226,5230,10900,821,1080,989,799
269293,111.852,3.713427,7.705838e+07,-3,-30,60,1456,1.577,-5,-15,20,-3325,4109,11836,811,1023,976,953
118557,104.796,8.434761,7.732767e+07,101,5,-15,1440,1.595,65,-3,-12,-2865,3203,9003,841,942,1001,849
212312,98.172,4.710049,7.744623e+07,101,7,-19,1438,1.586,62,6,-16,-2038,1436,9303,838,895,981,902
200171,89.532,4.995729,7.765854e+07,91,1,-22,1407,1.595,62,1,-23,-2604,-733,7377,887,800,815,862
199984,79.92,5.0004,7.785871e+07,101,7,-32,1440,1.586,65,5,-17,-2557,-2757,8634,908,921,924,879
179435,71.316,5.573049,7.80587e+07,91,31,-33,1442,1.595,60,22,-22,-2823,-4602,8663,979,903,846,921
97966,70.668,10.20762,7.823813e+07,84,34,-19,1442,1.595,53,23,-12,-1647,-5593,7406,945,883,881,941
122358,70.668,8.172739,7.83361e+07,65,18,-7,1429,1.595,50,13,-1,-1751,-5697,7917,931,919,862,832
200168,77.184,4.995804,7.845846e+07,61,3,-7,1429,1.595,38,6,-7,-2022,-6037,7496,915,866,833,930
179508,86.112,5.570782,7.865862e+07,64,0,-33,1429,1.595,40,1,-18,-656,-6211,6522,891,906,844,903
200092,93.744,4.997701,7.885849e+07,75,-4,-41,1429,1.595,47,-1,-27,-1854,-6549,6779,911,868,828,936
281385,103.464,3.55385,7.905858e+07,82,-5,-47,1429,1.604,51,-2,-30,-1551,-6999,7437,907,885,820,931
118558,106.92,8.43469,7.933997e+07,82,-7,-55,1421,1.604,56,-5,-35,-1051,-7447,7192,902,868,802,906
199812,108.144,5.004704,7.945852e+07,82,-9,-58,1420,1.595,54,-5,-33,-584,-8290,7725,861,904,814,890
199745,108.684,5.006383,7.965834e+07,82,-2,-61,1420,1.595,57,-3,-22,-1319,-8430,7773,818,1011,884,758
200302,110.88,4.992461,7.985808e+07,85,0,-61,1420,1.604,52,0,-27,-869,-8355,7472,809,939,903,819
281334,113.94,3.554494,8.005838e+07,92,1,-65,1436,1.604,63,-2,-33,-490,-8605,9120,937,993,865,805
122381,122.04,8.171203,8.033972e+07,95,17,-50,1454,1.586,61,12,-27,-133,-8668,8982,898,976,922,951
199974,133.704,5.00065,8.04621e+07,95,32,-43,1470,1.586,54,16,-24,-62,-8715,10122,944,951,1004,977
199929,148.932,5.001776,8.066207e+07,88,12,-38,1484,1.577,52,15,-19,286,-9026,9879,937,1012,1042,1000
199992,169.848,5.0002,8.0862e+07,77,-20,-30,1508,1.586,46,-14,-16,-70,-8865,9865,1027,1021,1103,1035
277292,185.796,3.606307,8.106199e+07,77,-10,-55,1512,1.569,47,-8,-29,-719,-9507,10267,1016,1072,1080,1050
122626,197.352,8.154877,8.133929e+07,81,-1,-69,1481,1.595,51,1,-41,-514,-9331,8678,992,1004,977,993
199767,206.784,5.005832,8.146191e+07,86,-1,-76,1496,1.577,52,1,-42,68,-9581,9461,983,1050,1025,1030
199882,213.48,5.002952,8.166168e+07,92,-1,-67,1531,1.577,59,-5,-34,-53,-10483,10151,1090,1138,1120,1024
179919,218.7,5.558057,8.186156e+07,93,1,-65,1531,1.569,58,-2,-40,293,-11234,9312,1090,1041,1124,1118
277503,221.724,3.603565,8.206188e+07,101,19,-50,1521,1.569,63,11,-19,-308,-10801,6401,991,1130,1170,1000
122753,224.46,8.14644,8.233939e+07,88,37,-22,1447,1.595,62,24,-15,1992,-11229,6604,922,941,929,898
199927,225.756,5.001826,8.246214e+07,87,42,-3,1407,1.595,60,26,5,1323,-10436,5446,779,922,926,737
199848,227.016,5.003803,8.266207e+07,83,42,0,1393,1.604,49,27,9,1099,-9625,5812,691,893,971,695
200336,228.312,4.991614,8.286192e+07,49,50,12,1353,1.613,33,30,4,790,-9193,6289,715,784,776,651
281571,230.184,3.551502,8.306225e+07,12,54,3,1330,1.613,8,33,0,396,-7882,4506,644,734,751,610
97886,227.592,10.21597,8.334382e+07,21,41,0,1316,1.622,10,29,-1,695,-6013,3031,593,692,716,624
200077,202.644,4.998076,8.346214e+07,48,3,10,1366,1.613,33,0,-7,-134,-6318,3398,811,732,721,767
199837,169.596,5.004078,8.366221e+07,22,0,20,1473,1.586,19,4,2,-388,-6646,7866,985,970,924,1022
200078,138.528,4.998051,8.386205e+07,0,-1,33,1556,1.569,2,-5,17,-1353,-5510,9504,1177,1175,1120,1104
281525,120.348,3.552082,8.406213e+07,-1,-1,27,1624,1.542,1,2,14,-1978,-4357,10329,1295,1294,1248,1291
98114,97.488,10.19223,8.434365e+07,-3,-3,7,1732,1.489,-5,-1,3,-3257,-2355,10386,1497,1469,1495,1547
199979,63.972,5.000525,8.566664e+07,-3,-3,13,2000,1.409,-4,-2,7,-4510,2765,-235,1935,1830,1960,2041
200057,74.34,4.998575,8.586662e+07,-3,-3,10,2000,1.4,0,1,9,-4677,3567,-4393,1924,1835,1958,2046
277926,81.792,3.59808,8.606668e+07,-3,-3,7,2000,1.409,-6,-9,0,-4548,2862,1056,1931,1800,1943,2037
122291,85.752,8.177217,8.63446e+07,-3,-3,3,2000,1.4,-2,3,1,-4609,2436,-3450,1934,1822,1938,2045
200032,88.452,4.9992,8.64669e+07,-2,-7,-8,1884,1.409,4,-5,2,-4468,2742,-2066,1794,1712,1839,1898
200320,90.612,4.992013,8.666693e+07,-2,-13,-23,1363,1.604,-1,-3,-4,-4813,1482,-13183,585,756,829,838
200033,91.548,4.999175,8.686725e+07,-2,-12,-23,1280,1.604,-24,17,3,-3743,3913,-13303,115,669,776,851
281588,92.736,3.551288,8.706728e+07,-2,-10,-5,1257,1.595,0,-7,11,-2745,4888,-8303,116,758,909,783
118560,95.004,8.434548,8.734887e+07,-12,-10,-5,1256,1.595,-1,-9,8,-3799,2992,-6703,116,801,907,685
199987,95.04,5.000325,8.746743e+07,-85,-3,-16,1231,1.613,-39,-5,-11,-3761,3569,-5514,214,827,501,396
200337,96.768,4.991589,8.766742e+07,-142,0,-22,1224,1.595,-106,9,1,-3926,9374,-2008,116,918,949,709
192031,98.388,5.207493,8.786775e+07,-144,0,-8,1224,1.604,-106,2,1,-2577,13642,3826,116,864,1105,901
179708,99.72,5.564583,8.806789e+07,-132,31,-1,1226,1.595,-83,17,-1,-2654,14342,2263,116,800,1030,813
98184,101.088,10.18496,8.82476e+07,-149,23,14,1227,1.595,-89,18,5,-1880,13029,5590,116,957,818,845
101947,101.088,9.809018,8.834578e+07,-152,19,16,1230,1.604,-65,-11,4,-1804,11111,2927,116,768,666,425
179583,101.952,5.568456,8.846814e+07,-157,9,16,1237,1.604,-104,7,14,-1620,9931,2890,116,886,767,435
199924,103.032,5.001901,8.866827e+07,-144,0,16,1264,1.586,-95,5,25,-1525,9765,6483,116,1152,980,492
199794,103.536,5.005155,8.88682e+07,-142,0,27,1273,1.595,-79,-10,13,-1586,7808,6371,218,968,748,345
281892,105.372,3.547458,8.906799e+07,-140,0,30,1284,1.604,-90,-3,-2,-2997,5819,6397,409,835,637,484
118257,105.804,8.456159,8.934988e+07,-110,0,29,1309,1.604,-79,-7,4,-1510,3595,7120,499,685,813,571
200202,105.66,4.994955,8.946814e+07,-89,0,32,1313,1.604,-60,-2,2,-1457,3430,7420,589,718,692,601
199784,103.14,5.005406,8.966834e+07,-4,0,30,1316,1.595,-1,-1,17,-1659,2508,7100,495,746,812,572
199896,102.024,5.002601,8.986813e+07,22,0,33,1364,1.595,16,-1,16,-2311,3047,8388,682,808,866,658
281355,101.448,3.554229,9.006802e+07,22,0,8,1396,1.595,19,1,3,-2865,3060,9181,727,882,927,738
118655,101.736,8.427795,9.034938e+07,-1,-48,-1,1405,1.586,-1,-30,-10,-4038,2427,8995,797,831,879,841
199767,101.556,5.005832,9.046803e+07,-3,-48,-1,1405,1.604,1,-31,-1,-4153,1605,8394,787,881,915,766
199839,98.316,5.004028,9.06678e+07,31,-33,-1,1424,1.586,17,-21,-8,-4730,1209,8652,896,809,934,863
200226,95.508,4.994356,9.086764e+07,40,-1,-3,1446,1.586,26,0,-5,-4751,466,8439,885,902,955,939
281439,87.696,3.553168,9.106786e+07,40,-1,-5,1426,1.595,28,1,-10,-4266,-336,9860,912,820,879,909
200074,61.272,4.998151,9.247179e+07,50,0,-3,1378,1.604,29,-1,-7,-3793,-4600,3909,896,707,654,872
118414,60.804,8.444947,9.435385e+07,88,-38,-89,1393,1.595,52,-27,-45,-2008,-8008,7329,815,802,775,859
200003,62.244,4.999925,9.447226e+07,100,-3,-101,1391,1.586,59,-2,-52,-450,-7936,7991,824,825,775,811
199858,62.856,5.003553,9.467226e+07,202,24,-114,1352,1.604,145,15,-57,237,-7583,7106,673,771,765,709
200193,67.572,4.99518,9.487212e+07,202,29,-110,1297,1.604,145,15,-44,334,-6779,6860,433,722,817,497
281802,69.84,3.548591,9.507232e+07,139,4,-89,1271,1.613,95,-1,-38,921,-4620,6402,406,700,785,368
130702,70.704,7.650992,9.535412e+07,139,-12,-92,1324,1.604,97,-7,-45,276,-2886,8076,505,875,844,466
188125,72.432,5.315615,9.548482e+07,125,-9,-98,1343,1.595,77,-5,-55,473,-2443,8154,549,802,932,561
212030,74.664,4.716314,9.567294e+07,113,-3,-85,1384,1.595,63,-6,-44,756,-2215,9165,604,870,1070,634
187511,78.408,5.33302,9.588498e+07,93,-3,-43,1478,1.569,63,2,-44,638,-2037,11325,976,908,976,1081
281523,79.524,3.552108,9.607249e+07,115,-1,-32,1497,1.56,81,-3,-27,89,-1985,13331,1009,950,1048,1089
130809,74.448,7.644734,9.635401e+07,82,-16,-8,1513,1.56,55,-8,-8,-643,-2722,13439,1008,1012,1067,1140
212119,60.408,4.714335,5.324147e+07,-3,0,3,1805,1.462,-4,-3,-2,-508,1766,12407,1710,1579,1724,1588
199981,67.752,5.000475,5.345359e+07,-3,0,3,1890,1.382,-1,0,2,-1410,1918,7996,1875,1775,1898,1743
200049,74.556,4.998775,5.365357e+07,-3,0,3,1951,1.338,-2,-1,0,-2091,1745,3724,2015,1905,2002,1865
257277,74.556,3.886861,5.385362e+07,-3,0,1,2000,1.311,-2,0,0,-2897,1617,753,2047,1921,2005,1883
142812,134.784,7.002213,5.41109e+07,-3,-3,0,2000,1.294,-5,-11,-1,-3077,1117,3163,2047,1915,1988,1895
188002,134.784,5.319092,5.425371e+07,-3,-4,0,2000,1.285,-6,-8,-2,-3406,318,-2642,2047,1923,1978,1912
199999,162.288,5.000025,5.44539e+07,-3,-20,0,2000,1.267,-6,-14,-1,-3936,1033,-1719,2047,1909,1998,1937
200087,186.156,4.997826,5.46539e+07,-3,-22,0,2000,1.249,-7,-9,1,-5836,729,-4535,2047,1942,1989,1987
257164,201.06,3.888569,5.485398e+07,-3,-20,0,2000,1.223,4,-17,5,-7344,1287,-119,2047,1982,1997,1960
130917,206.388,7.638427,5.511115e+07,-3,-16,0,2000,1.214,-5,-3,2,-7625,1061,-4459,2045,2016,2016,1981
212120,206.388,4.714313,5.524206e+07,-3,-16,0,2000,1.205,6,-6,-4,-8067,884,637,2047,1980,1989,1969
200110,207.9,4.997252,5.545418e+07,-3,-13,0,2000,1.187,-7,-6,4,-8506,1461,-2083,2040,2020,2028,1984
188154,211.5,5.314795,5.56543e+07,-19,-7,-1,1961,1.196,1,2,1,-8408,1808,1442,1979,1992,1978,1919
257248,212.796,3.887299,5.585464e+07,-32,-2,-3,1743,1.409,-23,3,1,-6483,2855,814,1490,1597,1518,1491
130460,210.312,7.665185,5.611189e+07,-54,-2,0,1552,1.542,-28,-1,5,-4982,5248,-4577,1095,1289,1123,1037
187985,210.312,5.319573,5.625482e+07,-101,-6,10,1473,1.577,-58,-2,14,-3428,6226,-4926,925,1213,964,799
187848,209.304,5.323453,5.6455e+07,-111,-3,20,1426,1.595,-71,-5,17,-2598,10931,-4104,841,1142,859,677
188015,207.828,5.318725,5.665505e+07,-135,-3,26,1423,1.595,-95,3,23,-3188,13805,-1343,728,1168,937,662
260650,200.952,3.836562,5.685528e+07,-158,-3,43,1438,1.577,-97,-2,34,-2399,16809,1694,715,1340,1000,562
139187,172.872,7.184579,5.711593e+07,-45,-15,0,1293,1.631,-65,4,11,-5445,5253,-14445,232,526,829,850
200194,172.872,4.995155,5.725512e+07,-48,-13,0,1254,1.613,-57,25,26,-2459,14672,-7903,116,833,1052,951
