timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse
0D00:02:01.795911000,20,1.329046,103.7862,27,7.82,310.2
0D00:02:02.086065000,20,1.329057,103.7862,27,8.63,307.9
0D00:02:02.196265000,20,1.329068,103.7862,27,8.81,313.2
0D00:02:02.396330000,20,1.329081,103.7862,27,8.98,319.1
0D00:02:02.596832000,20,1.329093,103.7862,26,8.29,333.7
0D00:02:02.776984000,19,1.329093,103.7862,26,6.16,343.1
0D00:02:02.796823000,19,1.329101,103.7862,26,6.16,343.1
0D00:02:02.977045000,20,1.329101,103.7862,26,3.01,0.9
0D00:02:03.086979000,20,1.3291,103.7862,25,3.01,0.9
0D00:02:03.197305000,20,1.329091,103.7862,24,3.98,56.4
0D00:02:03.397171000,20,1.329076,103.7862,24,7.54,177.6
0D00:02:03.597422000,20,1.329061,103.7862,24,10.16,208
0D00:02:03.797393000,20,1.329053,103.7862,24,10.75,230.5
0D00:02:04.088092000,20,1.329054,103.7862,23,7.8,237.2
0D00:02:04.198003000,20,1.32906,103.7862,23,3.09,243.1
0D00:02:04.398050000,20,1.329068,103.7862,22,5.43,27.8
0D00:02:04.598218000,20,1.329075,103.7862,22,8.36,53.5
0D00:02:04.798787000,20,1.329076,103.7862,22,11.23,74.9
0D00:02:05.089081000,20,1.32907,103.7862,22,13.96,95
0D00:02:05.199276000,20,1.329058,103.7862,22,12.7,117.2
0D00:02:05.399491000,20,1.329048,103.7862,22,8.81,143.2
0D00:02:05.599483000,20,1.329043,103.7862,21,4.59,148
0D00:02:05.800054000,20,1.329046,103.7862,21,1.54,166.9
0D00:02:06.090754000,20,1.329054,103.7862,21,3.85,306.1
0D00:02:06.190655000,19,1.329054,103.7862,21,5.93,343.7
0D00:02:06.200840000,19,1.329066,103.7862,22,5.93,343.7
0D00:02:06.390914000,20,1.329066,103.7862,22,7.51,359.4
0D00:02:06.401111000,20,1.32908,103.7862,22,7.51,359.4
0D00:02:06.601181000,20,1.329093,103.7862,22,7.57,4.3
0D00:02:06.801107000,20,1.329107,103.7862,22,7.74,6.6
0D00:02:06.991466000,19,1.329107,103.7862,22,8.67,16.8
0D00:02:07.091262000,19,1.329121,103.7863,22,8.67,16.8
0D00:02:07.191197000,20,1.329121,103.7863,22,8.02,33.5
0D00:02:07.201375000,20,1.32913,103.7863,21,8.02,33.5
0D00:02:07.340375000,20,1.329133,103.7863,21,5.89,39.6
0D00:01:32.894990000,16,1.329405,103.7862,25,0.03,231.1
0D00:01:33.073651000,16,1.329405,103.7862,25,0.03,231.1
0D00:01:33.343524000,16,1.329405,103.7862,25,0.03,231.1
0D00:01:33.674164000,16,1.329405,103.7862,25,0.04,231.1
0D00:01:33.873890000,16,1.329405,103.7862,25,0.05,231.1
0D00:01:34.074335000,16,1.329405,103.7862,25,0.12,231.1
0D00:01:34.344508000,16,1.329403,103.7862,25,0.45,201.2
0D00:01:34.474597000,16,1.3294,103.7862,26,1.18,196.1
0D00:01:34.674916000,16,1.329393,103.7862,26,2.56,191.1
0D00:01:34.875134000,16,1.329383,103.7862,27,4.84,181.7
0D00:01:35.075549000,16,1.32937,103.7862,28,6.68,171.3
0D00:01:35.346166000,16,1.329356,103.7862,29,7.93,156.9
0D00:01:35.476438000,16,1.329342,103.7862,30,9.87,143.4
0D00:01:35.676576000,16,1.329328,103.7862,31,11.61,132.6
0D00:01:35.876538000,16,1.329312,103.7863,32,14.88,123.4
0D00:01:36.076888000,16,1.329297,103.7863,32,19.65,115.6
0D00:01:36.347178000,16,1.329281,103.7863,33,24.37,110.7
0D00:01:36.477272000,16,1.329267,103.7864,34,27.07,107.7
0D00:01:36.677517000,16,1.329254,103.7864,34,28.88,105.3
0D00:01:36.877699000,16,1.329243,103.7865,35,30.13,102.8
0D00:01:37.077640000,16,1.329235,103.7865,35,29.65,100.2
0D00:01:37.347926000,16,1.329228,103.7866,36,29.58,97.6
0D00:01:37.477846000,16,1.329223,103.7866,37,29.99,96.1
0D00:01:37.677835000,16,1.329219,103.7867,38,30.72,94.9
0D00:01:37.878322000,16,1.329217,103.7868,39,31.34,93.3
0D00:01:38.078447000,16,1.329217,103.7868,39,32.51,90.6
0D00:01:38.348656000,16,1.329219,103.7869,40,34.16,88.5
0D00:01:38.478281000,16,1.329224,103.7869,41,35.81,87
0D00:01:38.678790000,16,1.329229,103.787,41,36.32,85.5
0D00:01:38.878489000,16,1.329237,103.7871,42,37.31,84.4
0D00:01:39.078663000,16,1.329245,103.7871,43,37.81,83.3
0D00:01:39.359002000,16,1.329254,103.7872,44,38.31,82.6
0D00:01:39.479334000,16,1.329265,103.7873,45,38.89,82.1
0D00:01:39.679717000,16,1.329278,103.7874,47,39.68,80.6
0D00:01:39.879721000,16,1.329294,103.7874,49,41.14,78.8
0D00:01:40.080167000,16,1.329311,103.7875,50,42.65,77.4
0D00:01:40.360006000,16,1.32933,103.7876,53,44.8,77
0D00:01:40.480576000,16,1.32935,103.7877,55,49.41,76.5
0D00:01:40.680713000,16,1.329367,103.7877,57,44.5,76.6
0D00:01:40.880930000,16,1.329381,103.7878,59,41.06,77.6
0D00:01:41.081434000,16,1.329389,103.7879,60,38.44,80.6
0D00:01:41.351556000,16,1.329389,103.7879,61,35.87,85.8
0D00:01:41.481925000,16,1.329381,103.788,62,34.61,93.1
0D00:01:41.681958000,16,1.329364,103.7881,64,34.11,101.7
0D00:01:41.862472000,15,1.329364,103.7881,64,33.33,111.3
0D00:01:41.882173000,15,1.329337,103.7881,65,33.33,111.3
0D00:01:42.082664000,15,1.329301,103.7882,67,32.4,122.7
0D00:01:42.352995000,15,1.329258,103.7882,69,31.06,135.8
0D00:01:42.483262000,15,1.329211,103.7882,72,29.44,149.2
0D00:01:42.673527000,14,1.329211,103.7882,72,27.95,162.4
0D00:01:42.683694000,14,1.329163,103.7882,75,27.95,162.4
0D00:01:42.884050000,14,1.329117,103.7882,78,26.53,177.3
0D00:01:43.074322000,15,1.329117,103.7882,78,25.22,194.4
0D00:01:43.084035000,15,1.329076,103.7882,80,25.22,194.4
0D00:01:43.354579000,15,1.329039,103.7882,82,24.52,209.4
0D00:01:43.484914000,15,1.329007,103.7881,83,28.39,228.4
0D00:01:43.685290000,15,1.328977,103.7881,84,36.74,242.1
0D00:01:43.885205000,15,1.32895,103.788,85,44.79,249.4
0D00:01:44.085601000,15,1.328927,103.7879,85,51.28,254
0D00:01:44.356057000,15,1.328909,103.7878,84,56.25,258.2
0D00:01:44.486090000,15,1.328894,103.7877,83,59.76,261.7
0D00:01:44.686483000,15,1.32888,103.7876,82,62.72,262.8
0D00:01:44.886438000,15,1.328867,103.7874,81,64.65,263.4
0D00:01:45.086903000,15,1.328853,103.7873,81,65.77,263.4
0D00:01:45.276697000,16,1.328853,103.7873,81,66.54,263.7
0D00:01:45.356763000,16,1.32884,103.7872,80,66.54,263.7
0D00:01:45.487002000,16,1.328827,103.7871,81,66.98,263.9
0D00:01:45.687030000,16,1.328814,103.787,81,67.02,264.2
0D00:01:45.887285000,16,1.3288,103.7868,81,67.48,263.2
0D00:01:46.087338000,16,1.328786,103.7867,82,67.6,263.4
0D00:01:46.367315000,16,1.328771,103.7866,82,67.61,263.1
0D00:01:46.487793000,16,1.328755,103.7865,83,67.33,262.6
0D00:01:46.677827000,15,1.328755,103.7865,83,66.72,262.9
0D00:01:46.687946000,15,1.328741,103.7864,84,66.72,262.9
0D00:01:46.887833000,15,1.328726,103.7862,85,64.71,262.9
0D00:01:47.087865000,15,1.328712,103.7861,85,63.29,262.8
0D00:01:47.367911000,15,1.328699,103.786,86,59.9,262.6
0D00:01:47.488342000,15,1.328682,103.7859,86,56.44,262.6
0D00:01:47.688132000,15,1.328654,103.7859,86,52.41,257.9
0D00:01:47.888384000,15,1.328611,103.7858,85,48.8,245.9
0D00:01:48.088716000,15,1.328559,103.7857,85,44.27,232.4
0D00:01:48.268832000,14,1.328559,103.7857,85,40.7,221.1
0D00:01:48.359007000,14,1.328502,103.7857,84,40.7,221.1
0D00:01:48.488788000,14,1.328446,103.7857,83,36.48,208.9
0D00:01:48.679044000,15,1.328446,103.7857,83,32.17,197.8
0D00:01:48.689176000,15,1.328393,103.7856,82,32.17,197.8
0D00:01:48.889171000,15,1.328348,103.7857,81,27.63,184.5
0D00:01:49.079287000,14,1.328348,103.7857,81,22.86,171.1
0D00:01:49.089417000,14,1.328311,103.7857,80,22.86,171.1
0D00:01:49.370014000,14,1.328283,103.7857,79,19.86,153.9
0D00:01:49.480282000,13,1.328283,103.7857,79,19.39,134.7
0D00:01:49.489906000,13,1.328262,103.7857,78,19.39,134.7
0D00:01:49.690649000,13,1.328248,103.7858,77,21.18,116.8
0D00:01:49.890666000,13,1.328241,103.7858,76,24.39,103.2
0D00:01:50.090538000,13,1.328237,103.7859,76,28.15,95.1
0D00:01:50.280796000,14,1.328237,103.7859,76,31.73,91.4
0D00:01:50.370940000,14,1.328236,103.7859,75,31.73,91.4
0D00:01:50.501276000,14,1.328234,103.786,75,34.95,91.3
0D00:01:50.681347000,15,1.328234,103.786,75,36.73,91.3
0D00:01:50.701132000,15,1.328233,103.786,75,36.73,91.3
0D00:01:50.901660000,15,1.328233,103.7861,75,37.92,90.3
0D00:01:51.101875000,15,1.328234,103.7862,76,38.73,89.2
0D00:01:51.282107000,14,1.328234,103.7862,76,39.43,88.1
0D00:01:51.372255000,14,1.328237,103.7863,76,39.43,88.1
0D00:01:51.502307000,14,1.32824,103.7863,76,39.82,87.9
0D00:01:51.682564000,15,1.32824,103.7863,76,41.09,87.3
0D00:01:51.702140000,15,1.328244,103.7864,77,41.09,87.3
0D00:01:51.902535000,15,1.32825,103.7865,77,42.53,86.5
0D00:01:52.082545000,14,1.32825,103.7865,77,42.11,85.7
0D00:01:52.102334000,14,1.328256,103.7866,78,42.11,85.7
0D00:01:52.372709000,14,1.328263,103.7866,78,40.42,84.9
0D00:01:52.502894000,14,1.32827,103.7867,79,38.95,84.2
0D00:01:52.702812000,14,1.328276,103.7868,79,37.8,84.3
0D00:01:52.902856000,14,1.328281,103.7868,79,37,84.8
0D00:01:53.102956000,14,1.328287,103.7869,80,36.08,84.7
0D00:01:53.373095000,14,1.328292,103.7869,80,35.21,84.7
0D00:01:53.503614000,14,1.328297,103.787,80,34.64,85.8
0D00:01:53.703439000,14,1.328305,103.7871,80,34.07,85.3
0D00:01:53.883370000,13,1.328305,103.7871,80,32.55,78.3
0D00:01:53.893520000,13,1.328322,103.7871,80,32.55,78.3
0D00:01:54.083526000,14,1.328322,103.7871,80,30.65,67.9
0D00:01:54.103824000,14,1.328346,103.7872,81,30.65,67.9
0D00:01:54.283960000,15,1.328346,103.7872,81,28.29,55.8
0D00:01:54.374080000,15,1.328378,103.7872,81,28.29,55.8
0D00:01:54.503875000,15,1.328413,103.7872,81,26.13,43.6
0D00:01:54.704284000,15,1.328452,103.7873,81,24.27,30.1
0D00:01:54.904563000,15,1.32849,103.7873,82,22.38,15.7
0D00:01:55.104865000,15,1.328527,103.7873,82,20.98,0.1
0D00:01:55.374787000,15,1.328561,103.7872,82,20.75,344.9
0D00:01:55.505045000,15,1.328592,103.7872,82,21.36,328.5
0D00:01:55.705263000,15,1.328618,103.7872,82,22.82,314
0D00:01:55.885464000,14,1.328618,103.7872,82,24.28,303
0D00:01:55.905085000,14,1.32864,103.7871,82,24.28,303
0D00:01:56.105382000,14,1.328658,103.7871,83,26.05,294.8
0D00:01:56.285440000,15,1.328658,103.7871,83,27.92,289.2
0D00:01:56.375697000,15,1.328674,103.787,83,27.92,289.2
0D00:01:56.485852000,14,1.328674,103.787,83,29.69,285.6
0D00:01:56.505667000,14,1.328687,103.787,83,29.69,285.6
0D00:01:56.685724000,15,1.328687,103.787,83,31.08,282.9
0D00:01:56.705747000,15,1.328699,103.7869,83,31.08,282.9
0D00:01:56.905761000,15,1.32871,103.7869,83,32.26,281.3
0D00:01:57.106094000,15,1.328719,103.7868,83,33.05,279.7
0D00:01:57.375929000,15,1.328728,103.7868,83,33.81,279
0D00:01:57.506446000,15,1.328736,103.7867,83,34.56,277.8
0D00:01:57.706453000,15,1.328744,103.7866,83,35.52,277.3
0D00:01:57.906213000,15,1.328752,103.7866,83,36.05,277.2
0D00:01:58.106505000,15,1.32876,103.7865,83,35.96,276.7
0D00:01:58.386851000,15,1.328767,103.7864,84,35.9,276.6
0D00:01:58.506988000,15,1.328774,103.7864,84,36.34,275.8
0D00:01:58.707276000,15,1.328781,103.7863,84,36.98,276
0D00:01:58.907232000,15,1.328788,103.7862,85,37.47,276.3
0D00:01:59.087445000,14,1.328788,103.7862,85,37.11,275.6
0D00:01:59.107473000,14,1.328793,103.7862,85,37.11,275.6
0D00:01:59.388014000,14,1.328791,103.7861,86,36.39,272
0D00:01:59.497736000,16,1.328791,103.7861,86,35.2,265.3
0D00:01:59.507890000,16,1.328781,103.786,87,35.2,265.3
0D00:01:59.698493000,15,1.328781,103.786,87,34.12,256.2
0D00:01:59.708202000,15,1.328762,103.786,87,34.12,256.2
0D00:01:59.898499000,16,1.328762,103.786,87,32.27,246.7
0D00:01:59.908654000,16,1.328736,103.7859,88,32.27,246.7
0D00:02:00.108751000,16,1.328704,103.7859,89,30.04,237
0D00:02:00.389294000,16,1.32867,103.7859,89,27.34,227.2
0D00:02:00.509557000,16,1.328636,103.7858,90,24.36,218.9
0D00:02:00.719541000,16,1.328604,103.7858,91,21.21,208.4
0D00:02:00.910208000,16,1.328573,103.7858,91,18.16,196.1
0D00:02:01.110287000,16,1.328545,103.7858,90,16.56,174.8
0D00:02:01.390758000,16,1.32852,103.7859,90,18.01,145.8
0D00:02:01.510984000,16,1.328503,103.7859,88,25.04,119.1
0D00:02:01.710968000,16,1.328497,103.786,87,33.75,101.6
0D00:02:01.911356000,16,1.328503,103.7861,85,41.43,89.8
0D00:02:02.111274000,16,1.328518,103.7862,83,48.63,82.4
0D00:02:02.301427000,15,1.328518,103.7862,83,54.23,79.2
0D00:02:02.391527000,15,1.328539,103.7863,82,54.23,79.2
0D00:02:02.511855000,15,1.328563,103.7864,80,58.3,77.2
0D00:02:02.721923000,15,1.328589,103.7865,79,61.05,77
0D00:02:02.921953000,15,1.328617,103.7866,77,62.93,76.4
0D00:02:03.111729000,15,1.328645,103.7867,76,64.3,76.1
0D00:02:03.392194000,15,1.328674,103.7868,74,65.09,75.8
0D00:02:03.522151000,15,1.328704,103.7869,73,65.7,75.6
0D00:02:03.722476000,15,1.328736,103.787,72,65.98,74.8
0D00:02:03.912370000,15,1.328767,103.7872,71,66.06,74.7
0D00:02:04.112575000,15,1.328798,103.7873,70,66.41,74.9
0D00:02:04.393098000,15,1.32883,103.7874,71,66.18,74.9
0D00:02:04.512925000,15,1.328861,103.7875,71,65.81,74.7
0D00:02:04.692876000,7,1.328861,103.7875,71,65.27,74.9
0D00:02:04.703057000,7,1.32889,103.7876,72,65.27,74.9
0D00:02:04.903102000,7,1.328913,103.7877,73,64.95,76.3
0D00:02:05.103349000,7,1.328925,103.7878,74,60.62,80.2
0D00:02:05.383620000,7,1.328926,103.7879,74,55.58,86.4
0D00:02:05.503708000,7,1.328917,103.788,75,52.51,91.7
0D00:02:05.703919000,7,1.328893,103.7881,75,50.45,99.7
0D00:02:05.903933000,7,1.328853,103.7882,74,48.71,111
0D00:02:06.104514000,7,1.3288,103.7882,74,46.37,124.4
0D00:02:06.384879000,7,1.328741,103.7883,75,44.75,134.7
0D00:02:06.504737000,7,1.328679,103.7883,75,42.37,143.5
0D00:02:06.704975000,7,1.32862,103.7883,76,37.31,156
0D00:02:06.905510000,7,1.328565,103.7884,77,33.02,167.1
0D00:02:07.095502000,6,1.328565,103.7884,77,28.23,177
0D00:02:07.105672000,6,1.328519,103.7884,78,28.23,177
0D00:02:07.386151000,6,1.32848,103.7883,80,23.57,189.1
0D00:02:07.496265000,7,1.32848,103.7883,80,22.62,203.9
0D00:02:07.505900000,7,1.328445,103.7883,82,22.62,203.9
0D00:02:07.706039000,7,1.328411,103.7883,83,23.94,221
0D00:02:07.906514000,7,1.32838,103.7882,83,32.42,236.9
0D00:02:08.106655000,7,1.328357,103.7882,83,34.87,242.5
0D00:02:08.296739000,6,1.328357,103.7882,83,33.29,252.3
0D00:02:08.387156000,6,1.328343,103.7881,83,33.29,252.3
0D00:02:08.506972000,6,1.32834,103.7881,84,32.88,259.7
0D00:02:08.707570000,6,1.328347,103.788,84,28.86,271.7
0D00:02:08.907924000,6,1.328362,103.788,85,26.45,283.1
0D00:02:09.108224000,6,1.328383,103.7879,86,24.56,294.2
0D00:02:09.388555000,6,1.328409,103.7879,87,22.49,305.1
0D00:02:09.509112000,6,1.328438,103.7879,87,21.93,315.9
0D00:02:09.708913000,6,1.32847,103.7878,88,21.87,323.3
0D00:02:09.919359000,6,1.328503,103.7878,88,21.85,330.8
0D00:02:10.109624000,6,1.328538,103.7878,88,22.35,336.3
0D00:02:10.390109000,6,1.328574,103.7878,88,22.47,342.2
0D00:02:10.500026000,7,1.328574,103.7878,88,22.71,347.6
0D00:02:10.510189000,7,1.328611,103.7878,88,22.71,347.6
0D00:02:10.710564000,7,1.328649,103.7878,88,22.34,355.4
0D00:02:10.911141000,7,1.328686,103.7878,88,22.75,0.5
0D00:02:11.111358000,7,1.328722,103.7878,88,22.36,8.3
0D00:02:11.391196000,7,1.328757,103.7878,88,21.83,15
0D00:02:11.521598000,7,1.32879,103.7878,88,21.73,18.9
0D00:02:11.721905000,7,1.328825,103.7878,88,21.81,23.5
0D00:02:11.911970000,7,1.328858,103.7878,87,22,27.5
0D00:02:12.112436000,7,1.32889,103.7878,87,22.2,31.6
0D00:02:12.392730000,7,1.32892,103.7879,87,22.7,37.5
0D00:02:12.512925000,7,1.328949,103.7879,87,23.24,43.2
0D00:02:12.713144000,7,1.328976,103.7879,87,23.89,48.1
0D00:02:12.913214000,7,1.329,103.788,88,24.01,53.6
0D00:02:13.123335000,7,1.329021,103.788,88,24.2,57.9
0D00:02:13.393770000,7,1.329041,103.788,87,24.53,61.8
0D00:02:13.523954000,7,1.329061,103.7881,87,24.71,64.3
0D00:02:13.723922000,7,1.329079,103.7881,87,25.57,66.9
0D00:02:13.924189000,7,1.329093,103.7881,86,25.88,71.3
0D00:02:14.124168000,7,1.329102,103.7882,85,26.43,76.6
0D00:02:14.394133000,7,1.329105,103.7882,85,26.75,83.4
0D00:02:14.524350000,7,1.329101,103.7883,84,27.12,90.5
0D00:02:14.724225000,7,1.329087,103.7883,83,27.21,100.4
0D00:02:14.924540000,7,1.329066,103.7884,83,27.03,110.6
0D00:02:15.124742000,7,1.329037,103.7884,83,26.38,121.4
0D00:02:15.394563000,7,1.329004,103.7884,83,26.06,131.5
0D00:02:15.525031000,7,1.328966,103.7885,83,25.9,140.7
0D00:02:15.724763000,7,1.328926,103.7885,84,24.16,153.7
0D00:02:15.925159000,7,1.328886,103.7885,84,23.07,167.2
0D00:02:16.125645000,7,1.328848,103.7885,85,21.47,173.4
0D00:02:16.396123000,7,1.328812,103.7885,85,20.29,177.1
0D00:02:16.525954000,7,1.328778,103.7885,85,19.37,187.6
0D00:02:16.726306000,7,1.328748,103.7885,84,18.51,201.5
0D00:02:16.926655000,7,1.328721,103.7884,83,18.57,212.6
0D00:02:17.127263000,7,1.328698,103.7884,83,19.79,224.9
0D00:02:17.397503000,7,1.328678,103.7884,82,24.64,241
0D00:02:17.527470000,7,1.328666,103.7883,81,32.86,252.8
0D00:02:17.728121000,7,1.32866,103.7882,81,38.69,264.1
0D00:02:17.928194000,7,1.328658,103.7881,80,46.07,267.8
0D00:02:18.128661000,7,1.328657,103.788,80,52.96,268.9
0D00:02:18.398945000,7,1.328654,103.7879,80,58.24,269.5
0D00:02:18.528958000,7,1.328649,103.7878,80,62.43,268
0D00:02:18.729135000,7,1.328642,103.7877,80,65.06,267.1
0D00:02:18.929469000,7,1.328633,103.7876,80,67.36,266.1
0D00:02:19.130114000,7,1.328624,103.7874,81,68.35,265.7
0D00:02:19.400526000,7,1.328615,103.7873,81,68.96,265.6
0D00:02:19.530697000,7,1.328606,103.7872,82,69.82,265.4
0D00:02:19.730774000,7,1.328599,103.7871,82,70.61,266.1
0D00:02:19.931127000,7,1.328593,103.7869,82,70.76,266.9
0D00:02:20.131332000,7,1.328587,103.7868,82,70.99,267.2
0D00:02:20.401334000,7,1.328584,103.7867,81,71.18,267.9
0D00:02:20.531194000,7,1.328582,103.7865,81,71,268.8
0D00:02:20.731656000,7,1.328581,103.7864,81,70.77,269.5
0D00:02:20.931807000,7,1.32858,103.7863,82,70.62,269.2
0D00:02:21.131497000,7,1.328577,103.7862,82,70.23,269.2
0D00:02:21.411764000,7,1.328569,103.7861,81,68.4,268.8
0D00:02:21.511654000,6,1.328569,103.7861,81,59.85,263.4
0D00:02:21.531649000,6,1.328549,103.7859,81,59.85,263.4
0D00:02:21.732155000,6,1.328516,103.7859,79,54.63,254.1
0D00:02:21.911988000,7,1.328516,103.7859,79,49.43,245.1
0D00:02:21.932247000,7,1.328475,103.7858,77,49.43,245.1
0D00:02:22.131952000,7,1.328429,103.7857,76,45.73,237.9
0D00:02:22.412125000,7,1.328378,103.7857,74,39.52,227.3
0D00:02:22.532601000,7,1.328328,103.7856,72,35.11,217.7
0D00:02:22.732732000,7,1.328281,103.7856,70,31.08,208.5
0D00:02:22.932626000,7,1.328237,103.7856,67,27.03,200.7
0D00:02:23.132649000,7,1.328197,103.7856,64,24.71,198.8
0D00:02:23.412700000,7,1.328162,103.7856,61,21.75,194.5
0D00:02:23.532854000,7,1.328133,103.7856,58,17.92,181.7
0D00:02:23.733238000,7,1.328109,103.7856,55,15.22,167.8
0D00:02:23.933194000,7,1.32809,103.7856,53,15.18,142.4
0D00:02:24.113181000,6,1.32809,103.7856,53,19.45,119.2
0D00:02:24.133481000,6,1.328074,103.7857,52,19.45,119.2
0D00:02:24.413629000,6,1.328061,103.7857,51,20.55,113.1
0D00:02:24.533788000,6,1.32805,103.7857,49,20.18,109.9
0D00:02:24.733730000,6,1.328042,103.7858,48,19.44,106
0D00:02:24.934004000,6,1.328039,103.7858,46,18.67,100.1
0D00:02:25.114140000,7,1.328039,103.7858,46,17.89,91.2
0D00:02:25.133926000,7,1.328042,103.7858,45,17.89,91.2
0D00:02:25.414355000,7,1.328051,103.7859,44,18.01,77.8
0D00:02:25.534557000,7,1.328067,103.7859,43,18.33,66.8
0D00:02:25.734536000,7,1.328087,103.7859,42,18.55,57.1
0D00:02:25.934463000,7,1.328112,103.7859,41,18.25,46.6
0D00:02:26.134589000,7,1.32814,103.7859,40,17.85,34.6
0D00:02:26.414740000,7,1.32817,103.786,39,17.91,23.9
0D00:02:26.535000000,7,1.328205,103.786,38,18.7,15.5
0D00:02:26.735281000,7,1.328244,103.786,37,20.94,11.4
0D00:02:26.935339000,7,1.328286,103.786,37,23.24,8.3
0D00:02:27.135180000,7,1.328329,103.786,37,24.04,11
0D00:02:27.415497000,7,1.328373,103.786,37,25.12,13.4
0D00:02:27.535473000,7,1.328418,103.786,37,25.4,14.8
0D00:02:27.736013000,7,1.328463,103.786,37,26.02,14.8
0D00:02:27.936365000,7,1.328507,103.786,37,26.26,16.3
0D00:02:28.136561000,7,1.328551,103.7861,37,26.18,19.8
0D00:02:28.416954000,7,1.328589,103.7861,38,25.86,26.1
0D00:02:28.537186000,7,1.328622,103.7861,38,24.85,37.3
0D00:02:28.737321000,7,1.328647,103.7861,39,23.47,47.1
0D00:02:28.937292000,7,1.328666,103.7862,39,21.97,56.6
0D00:02:29.137182000,7,1.328676,103.7862,39,19.67,64.5
0D00:02:29.417312000,7,1.328679,103.7862,39,17.32,76.9
0D00:02:29.547514000,7,1.328677,103.7863,39,15.02,88.8
0D00:02:29.747858000,7,1.328671,103.7863,38,14.14,98
0D00:02:29.947669000,7,1.328661,103.7863,36,12.1,109.3
0D00:02:30.147775000,7,1.328649,103.7863,35,10.84,122.7
0D00:02:30.418398000,7,1.328633,103.7863,34,10.18,140.4
0D00:02:30.548306000,7,1.328615,103.7863,33,10.16,157.5
0D00:02:30.748528000,7,1.328594,103.7863,31,10.47,170.7
0D00:02:30.948692000,7,1.328573,103.7863,30,11.72,184.6
0D00:02:31.148732000,7,1.328551,103.7863,29,12.52,192.9
0D00:02:31.418969000,7,1.328533,103.7863,28,12.5,203.5
0D00:02:31.548833000,7,1.328519,103.7863,28,11.34,217.8
0D00:02:31.749155000,7,1.32851,103.7863,27,10.7,235.8
0D00:02:31.948986000,7,1.328506,103.7863,26,10.51,250.9
0D00:02:32.149479000,7,1.328507,103.7862,25,10.55,266.7
0D00:02:32.429413000,7,1.328512,103.7862,25,9.93,282.8
0D00:02:32.549359000,7,1.32852,103.7862,24,10.06,289.7
0D00:02:32.749885000,7,1.328529,103.7862,24,10.13,296.9
0D00:02:32.930072000,6,1.328529,103.7862,24,9.93,304.7
0D00:02:32.950307000,6,1.32854,103.7862,23,9.93,304.7
0D00:02:33.150293000,6,1.328554,103.7862,23,10.46,312.7
0D00:02:33.431003000,6,1.328572,103.7861,22,11.27,320
0D00:02:33.550811000,6,1.328595,103.7861,22,13.34,325.4
0D00:02:33.751459000,6,1.328621,103.7861,22,16.17,330
0D00:02:33.951853000,6,1.32865,103.7861,23,17.07,334.9
0D00:02:34.151971000,6,1.32868,103.7861,23,17.68,341.2
0D00:02:34.331969000,7,1.32868,103.7861,23,17.56,345.6
0D00:02:34.422341000,7,1.328711,103.7861,23,17.56,345.6
0D00:02:34.552548000,7,1.32874,103.7861,24,16.97,353.6
0D00:02:34.752965000,7,1.328767,103.7861,24,16.04,4.4
0D00:02:34.953341000,7,1.328789,103.7861,23,14.16,16.9
0D00:02:35.153529000,7,1.328805,103.7861,22,12.52,30.4
0D00:02:35.433569000,7,1.328816,103.7861,21,7.85,24.2
0D00:02:35.554104000,7,1.328823,103.7861,21,4.59,15.2
0D00:02:35.754149000,7,1.32883,103.7861,20,5.17,356.8
0D00:02:35.954192000,7,1.328837,103.7861,20,7.63,315.4
0D00:02:36.154379000,7,1.328845,103.7861,20,9.48,296.7
0D00:02:36.434457000,7,1.328858,103.7861,20,12.18,299.1
0D00:02:36.554761000,7,1.328873,103.786,21,12.38,311.4
0D00:02:36.754905000,7,1.328889,103.786,21,11.88,318.7
