timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse,loopIteration,axisP0,axisP1,axisP2,axisI0,axisI1,axisI2,axisD0,axisD1,axisD2,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,rssi,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3,flightModeFlagsflags,stateFlagsflags,failsafePhaseflags,rxSignalReceived,rxFlightChannelsValid,acceleration_G
0D00:02:16.750771000,8,1.328143,103.7853,159,24.82,180.9,37928,2,0,-17,-1,-4,29,-3,0,0,0,0,0,1460,1.675,1023,-2,-1,6,489,5052,9618,975,936,911,973,,,,1,1,0.5053236
0D00:02:16.950660000,8,1.328097,103.7853,160,25.75,168.6,38320,0,0,-5,2,-2,19,1,-1,0,-74,-2,16,1396,1.701,1023,-46,-1,11,-130,4375,7036,828,793,785,869,,,,1,1,0.5246832
0D00:02:17.150638000,8,1.328051,103.7853,162,27.27,159.4,38712,2,0,-18,6,-3,13,1,0,0,-86,0,27,1355,1.719,1023,-58,0,21,22,5285,5207,694,733,759,756,,,,1,1,0.5559021
0D00:02:17.440254000,8,1.328009,103.7853,164,27.93,152.3,39280,1,-1,-26,10,-4,11,-1,0,0,-87,0,27,1355,1.719,1023,-57,1,24,-546,6485,4972,664,759,781,738,,,,1,1,0.8245642
0D00:02:17.550639000,16,1.328579,103.7857,77,32.87,83.7,39496,4,-1,-11,13,-4,9,1,0,0,-62,0,20,1356,1.719,1023,-44,1,15,-427,6326,6162,677,713,769,791,,,,1,1,0.300799
0D00:02:17.750481000,8,1.327938,103.7854,167,26.41,137.3,39888,-3,0,4,11,-1,7,0,-1,0,-3,37,23,1357,1.719,1023,1,23,11,-554,5741,5764,740,699,730,789,,,,1,1,0.5380048
0D00:02:17.950322000,8,1.327912,103.7854,169,25.53,128.9,40280,2,0,-8,10,-1,6,10,10,0,17,58,17,1347,1.728,1023,8,38,12,-548,4147,4572,681,654,794,748,,,,1,1,0.5200755
0D00:02:18.150559000,8,1.32789,103.7855,170,25.17,121.1,40672,-4,0,-2,9,-2,3,0,-2,0,14,64,0,1250,1.737,1023,14,41,1,-262,3000,1348,503,517,526,543,,,,1,1,0.5137579
0D00:02:18.452431000,8,1.327872,103.7855,170,25.49,116.1,41264,-2,0,-16,6,-2,4,1,1,0,0,0,1,1349,1.719,1023,2,0,6,105,1640,2003,681,738,762,713,,,,1,1,0.7843749
0D00:02:18.550232000,8,1.327855,103.7856,171,25.11,112.2,41456,1,1,4,6,0,4,0,0,0,0,0,4,1406,1.719,1023,-1,-2,1,-276,1719,4032,843,801,839,873,,,,1,1,0.2503347
0D00:02:18.750122000,8,1.32784,103.7856,170,24.58,110.3,41848,-2,-3,0,6,2,3,-1,-8,0,0,-3,5,1514,1.693,1023,2,1,2,-991,1805,8230,1041,1064,1034,1095,,,,1,1,0.5008457
0D00:02:18.950195000,8,1.327827,103.7857,170,26.4,106.7,42240,6,2,7,7,3,2,16,-5,0,0,-1,12,1629,1.622,1023,-6,-3,4,-1849,1883,12201,1250,1206,1336,1377,,,,1,1,0.5384228
0D00:02:19.149943000,8,1.327817,103.7857,169,30.12,101.8,42632,1,0,-3,10,5,3,-1,2,0,-1,-1,12,1731,1.577,1023,-2,0,8,-2268,1724,13522,1496,1461,1535,1506,,,,1,1,0.6132936
0D00:02:19.451691000,8,1.32781,103.7858,169,35.49,97.9,43224,1,0,0,9,3,5,1,0,0,-3,-1,5,1868,1.515,1023,-6,-1,2,-3409,493,11678,1775,1727,1801,1809,,,,1,1,1.091645
0D00:02:19.549426000,8,1.327805,103.7859,168,41.54,94.7,43416,0,2,1,9,6,7,1,0,0,-3,-3,5,1882,1.506,1023,0,-7,2,-3711,783,6405,1825,1745,1828,1830,,,,1,1,0.4138544
0D00:02:19.749721000,8,1.327802,103.7859,167,48.04,92.5,43808,0,0,0,11,6,8,0,-1,0,-3,-5,3,1943,1.471,1023,-2,-5,2,-5081,1454,5917,1936,1873,1951,1963,,,,1,1,0.9808534
0D00:02:19.949729000,8,1.327802,103.786,167,53.32,91.2,44200,0,0,0,11,5,9,1,-1,0,-3,-5,3,1988,1.444,1023,1,0,3,-4554,1424,5270,2000,1942,2014,2038,,,,1,1,1.087098
0D00:02:20.153740000,8,1.327803,103.7862,167,57.94,89.8,44600,0,0,1,12,1,9,0,1,0,-3,-5,1,2000,1.453,1023,-4,-5,-4,-5218,567,26,1995,1924,2001,2038,,,,1,1,1.204933
0D00:02:20.443904000,8,1.327806,103.7863,167,61.45,88.7,45168,0,0,0,15,2,8,1,0,0,-3,-9,1,2000,1.462,1023,-6,-8,0,-6121,1802,4530,1968,1911,2008,2040,,,,1,1,1.817592
0D00:02:20.550037000,8,1.327811,103.7864,167,63.36,88.1,45376,0,0,-4,13,3,8,0,0,0,-3,-9,1,2000,1.462,1023,0,-11,11,-5277,1638,4391,1987,1946,2036,2035,,,,1,1,0.6854829
0D00:02:20.750102000,8,1.327818,103.7865,167,64.59,87,45768,0,0,2,13,2,7,0,0,0,-1,-3,1,2000,1.462,1023,5,0,-6,-6038,914,1185,1986,1921,1998,2041,,,,1,1,1.317248
0D00:02:20.950309000,8,1.327825,103.7866,167,65.39,86.6,46160,1,0,6,13,0,9,0,1,0,0,26,0,2000,1.462,1023,-8,20,-14,-4714,-163,5251,1979,1896,1968,2045,,,,1,1,1.334509
0D00:02:21.162593000,8,1.327833,103.7867,168,65.81,86.2,46576,0,0,4,16,-5,18,0,0,0,0,32,0,2000,1.471,1023,0,25,-10,-1105,455,-287,1953,1866,1921,2047,,,,1,1,1.424099
0D00:02:21.452373000,8,1.327842,103.7869,168,66.07,85.9,47144,0,0,0,12,-6,23,0,0,0,-2,13,0,2000,1.462,1023,2,8,1,1298,168,2939,1968,1886,1915,2047,,,,1,1,1.951658
0D00:02:21.554549000,8,1.327851,103.787,168,66.27,85.6,47344,0,1,0,15,-6,23,0,0,0,-3,1,0,2000,1.471,1023,4,-8,1,876,514,344,1964,1870,1918,2047,,,,1,1,0.6902348
0D00:02:21.754551000,8,1.327861,103.7871,168,66.25,85.4,47736,0,0,-1,13,-4,21,0,1,0,-3,0,0,2000,1.462,1023,4,-5,5,-609,432,-1549,1969,1886,1942,2047,,,,1,1,1.350676
0D00:02:21.954598000,8,1.327871,103.7872,167,66.29,85.2,48128,-1,0,-1,13,-2,18,0,0,0,-3,-1,0,2000,1.462,1023,10,-1,4,-2091,847,-1438,1982,1907,1956,2047,,,,1,1,1.351796
0D00:02:22.154641000,8,1.327881,103.7873,166,66.45,85.1,48520,0,0,3,12,0,17,5,2,0,-3,-1,-1,1764,1.577,1023,-1,-1,-2,-2662,569,-2031,1580,1467,1561,1659,,,,1,1,1.355031
0D00:02:22.452755000,8,1.327892,103.7874,165,66.44,84.9,49104,1,-2,-36,35,-15,3,0,-4,0,-3,-9,-1,1313,1.684,1023,-3,-3,12,-2758,1210,-15132,418,696,767,719,,,,1,1,2.019031
0D00:02:22.554699000,8,1.327901,103.7876,163,63.53,84.5,49304,0,-1,-30,37,-18,-3,1,0,0,-3,-12,-1,1297,1.684,1023,-2,-7,10,-3048,1214,-13363,387,656,745,682,,,,1,1,0.6601939
0D00:02:22.754725000,8,1.327908,103.7876,162,54.93,85.4,49696,6,-6,-18,41,-29,-18,-2,-5,0,-28,-41,-1,1266,1.693,1023,-24,-19,6,-3497,1274,-10212,251,638,653,677,,,,1,1,1.120023
0D00:02:22.954962000,8,1.327916,103.7877,160,48.92,85,50088,24,-15,-60,90,-62,-51,-3,-3,0,-62,-42,-1,1227,1.666,1002,-64,-12,20,-3779,5672,-4476,116,839,981,833,,,,1,1,0.9985315
0D00:02:23.154886000,8,1.327924,103.7878,159,44.06,84.9,50480,10,-10,-52,118,-80,-86,0,-1,0,-80,-41,0,1212,1.657,1002,-62,-16,18,-4811,10175,-482,116,983,1149,934,,,,1,1,0.8979257
0D00:02:23.457007000,8,1.327937,103.7879,157,41.04,82.2,51072,-2,-5,-38,127,-95,-129,-10,4,0,-82,-36,0,1208,1.657,1002,-50,-17,13,-5148,11863,5197,116,1103,1181,859,,,,1,1,1.263919
0D00:02:23.554889000,8,1.327957,103.7879,156,39.03,76.8,51264,0,-1,-47,128,-97,-137,6,4,0,-80,-32,-1,1208,1.631,1002,-52,-19,16,-5065,12250,5504,116,1170,1358,946,,,,1,1,0.3894327
0D00:02:23.754840000,8,1.327985,103.788,155,37.44,68.2,51656,-2,3,-25,127,-96,-150,-10,2,0,-35,-10,-1,1208,1.639,1002,-20,-10,8,-4941,11380,4947,116,1106,1212,834,,,,1,1,0.7631157
0D00:02:23.954846000,8,1.32802,103.788,154,35.38,59.8,52048,-2,2,-10,124,-91,-150,-6,-3,0,-38,-3,-1,1210,1.657,1023,-21,-4,3,-4955,9591,3085,116,1040,1140,840,,,,1,1,0.7213264
0D00:02:24.158882000,8,1.328059,103.7881,154,33.79,52.1,52448,0,3,-7,121,-87,-150,2,-1,0,-39,-2,-1,1210,1.657,1023,-25,-5,2,-4671,8804,3252,116,1012,1188,863,,,,1,1,0.7027907
0D00:02:24.457074000,8,1.328102,103.7881,154,32.39,45,53032,-4,0,-6,113,-80,-149,-5,0,0,-92,-2,0,1196,1.666,1023,-55,-2,2,-4602,8210,3542,116,987,1099,753,,,,1,1,0.9845503
0D00:02:24.559114000,8,1.328147,103.7882,155,31.1,38.1,53232,-2,-4,-11,111,-79,-150,-9,3,0,-94,-2,3,1196,1.675,1023,-58,3,6,-4220,8669,4273,116,1013,1099,736,,,,1,1,0.3234907
0D00:02:24.759006000,8,1.328194,103.7882,155,29.73,31.4,53624,-5,-2,-7,106,-81,-150,-5,-3,0,-99,-2,7,1196,1.675,1023,-59,1,7,-3685,9839,3166,116,1011,1051,737,,,,1,1,0.6057889
0D00:02:24.959130000,8,1.328242,103.7882,156,28.47,22.7,54016,-5,6,-1,95,-75,-150,0,-3,0,-107,-7,17,1194,1.648,1023,-64,-11,10,-3810,9093,4879,116,953,1023,672,,,,1,1,0.580788
0D00:02:25.159106000,8,1.328288,103.7882,157,27.22,12.6,54408,-13,9,-1,69,-59,-147,4,4,0,-123,-4,23,1194,1.675,1023,-66,-12,13,-3851,8479,5565,116,873,941,481,,,,1,1,0.5548773
0D00:02:25.457044000,8,1.328332,103.7882,157,25.71,2.4,54992,-1,9,23,34,-26,-125,0,1,0,-120,-1,32,1182,1.684,1023,-78,-10,9,-3330,6811,2749,116,604,685,301,,,,1,1,0.7808345
0D00:02:25.559161000,8,1.328372,103.7882,158,23.69,353.2,55192,-1,7,29,29,-18,-117,3,0,0,-118,-1,38,1182,1.701,1023,-75,-8,10,-2907,6220,2656,116,532,624,283,,,,1,1,0.2466006
0D00:02:25.759433000,8,1.328407,103.7882,158,21.51,345.1,55584,-6,1,25,15,-11,-98,10,0,0,-118,-1,40,1182,1.701,1023,-70,-2,13,-2563,5287,2648,163,523,562,287,,,,1,1,0.4391285
0D00:02:25.959278000,8,1.328437,103.7882,158,19.17,338.3,55976,-6,2,20,13,-4,-75,5,-9,0,-14,15,26,1196,1.701,1023,-3,6,7,-2234,4316,3109,237,530,537,345,,,,1,1,0.3905228
0D00:02:26.159168000,8,1.328461,103.7882,157,17.17,330.7,56368,5,4,21,11,-1,-59,7,0,0,0,49,27,1176,1.701,1023,-5,27,7,-2497,3690,2328,242,399,511,335,,,,1,1,0.3498584
0D00:02:26.461026000,8,1.328482,103.7881,156,15.64,322.5,56960,0,-1,0,11,1,-48,0,-2,0,0,35,47,1174,1.71,1023,-1,24,25,-2070,2802,1957,232,453,491,294,,,,1,1,0.4812497
0D00:02:26.559085000,8,1.328498,103.7881,155,14.52,315.2,57152,-1,7,-3,12,2,-47,0,3,0,0,1,33,1196,1.701,1023,2,-7,19,-2043,2892,2077,308,468,575,298,,,,1,1,0.1451393
0D00:02:26.759258000,8,1.328512,103.7881,154,13.84,307.7,57544,1,2,8,13,8,-42,3,2,0,-12,-1,29,1187,1.71,1023,-9,-3,13,-2119,2420,2120,309,401,536,330,,,,1,1,0.2824051
0D00:02:26.959175000,8,1.328523,103.7881,152,13.76,299.9,57936,1,-1,9,13,10,-35,-1,-1,0,-35,1,17,1182,1.71,1023,-23,2,6,-1940,2126,1691,314,397,486,338,,,,1,1,0.2804137
0D00:02:27.163301000,8,1.328531,103.7881,150,14.01,292.7,58336,-4,-3,-1,20,10,-30,-3,-2,0,-7,0,7,1184,1.71,1023,0,4,5,-2510,2247,1629,301,419,492,339,,,,1,1,0.2915194
0D00:02:27.460921000,8,1.328537,103.788,148,14.02,286.1,58920,-1,-2,6,16,7,-26,-3,-4,0,0,-3,7,1214,1.71,1023,1,0,1,-2715,1730,2184,384,461,519,431,,,,1,1,0.4253448
0D00:02:27.562914000,8,1.32854,103.788,145,14.25,280.4,59120,0,-2,6,16,6,-26,1,-2,0,1,-3,5,1213,1.719,1023,1,0,0,-2721,1712,2256,369,448,530,440,,,,1,1,0.148155
0D00:02:27.763082000,8,1.32854,103.788,143,14.89,274.5,59512,-3,-2,-6,12,2,-26,4,-1,0,0,-2,5,1212,1.719,1023,3,1,5,-3176,1115,1761,338,491,544,406,,,,1,1,0.3038228
0D00:02:27.963149000,8,1.328539,103.7879,140,15.58,269.8,59904,0,-3,-2,10,-1,-23,0,0,0,0,-25,3,1196,1.719,1023,1,-12,3,-3230,917,1341,325,457,483,384,,,,1,1,0.3177415
0D00:02:28.163172000,8,1.328537,103.7879,137,16.22,266,60296,0,0,2,8,-3,-19,-3,0,0,0,-22,3,1194,1.719,1023,1,-15,1,-3520,607,1390,358,442,448,385,,,,1,1,0.330721
0D00:02:28.465003000,8,1.328532,103.7879,134,16.75,262.9,60888,-2,1,12,2,-4,-8,0,2,0,16,-2,7,1260,1.71,1023,13,-3,-2,-3469,66,2296,556,534,530,550,,,,1,1,0.5153587
0D00:02:28.563013000,8,1.328526,103.7879,131,17.34,260.7,61080,-1,4,17,0,0,-4,1,1,0,20,-3,10,1313,1.701,1023,15,-8,-1,-3843,137,3347,690,612,634,663,,,,1,1,0.1732409
0D00:02:28.775458000,8,1.328519,103.7878,128,18.01,258.9,61496,-3,0,1,1,3,0,3,-2,0,54,-23,45,1428,1.684,1023,38,-15,24,-5104,-252,6893,888,872,886,889,,,,1,1,0.3900239
0D00:02:28.963266000,8,1.328511,103.7878,124,19.9,258,61864,-2,1,17,0,5,3,1,3,0,36,-35,40,1484,1.657,1023,25,-24,16,-6115,-718,6298,1065,934,974,1018,,,,1,1,0.3809765
0D00:02:29.163130000,8,1.328502,103.7877,122,23.48,258.3,62256,3,2,-1,-1,7,7,10,-6,0,-7,-1,12,1507,1.657,1023,-8,-3,7,-6389,-305,7373,1037,1000,1062,1077,,,,1,1,0.4783697
0D00:02:29.473504000,8,1.328494,103.7877,119,27.43,260.4,62864,2,-2,-16,7,10,1,4,-1,0,-34,3,-1,1621,1.639,1023,-24,5,5,-7079,1593,10692,1225,1262,1357,1261,,,,1,1,0.8678449
0D00:02:29.563366000,8,1.328486,103.7876,118,30.96,261.7,63040,0,-2,-4,9,8,-4,-7,6,0,-18,0,-1,1648,1.595,1023,-12,4,1,-6855,2172,8913,1334,1317,1382,1291,,,,1,1,0.2836012
0D00:02:29.775766000,8,1.328474,103.7876,116,35.6,261.3,63456,-4,-1,-1,11,9,-7,-2,-3,0,-4,0,-1,1758,1.542,1023,3,3,0,-7595,2389,12722,1533,1556,1593,1537,,,,1,1,0.770789
0D00:02:29.967547000,8,1.328459,103.7875,116,40.4,259.6,63832,-1,0,2,10,10,-5,-2,0,0,-4,0,-1,1889,1.498,1023,1,2,-3,-7083,2125,13775,1820,1794,1862,1808,,,,1,1,0.7898015
0D00:02:30.167634000,8,1.328441,103.7874,115,46.06,258.3,64224,1,0,0,10,10,0,1,1,0,-3,0,-1,1952,1.453,1023,-7,0,0,-7101,1402,4582,1946,1897,2005,1947,,,,1,1,0.9394503
0D00:02:30.465580000,8,1.328419,103.7873,116,51.83,257.7,64808,1,0,2,13,9,2,0,0,0,-3,0,-1,2000,1.444,1023,-9,-1,-6,-6138,1486,6139,1988,1920,2035,2012,,,,1,1,1.574163
0D00:02:30.568067000,8,1.328395,103.7872,117,57.13,257.2,65008,0,0,0,13,9,0,0,0,0,-3,0,-1,2000,1.444,1023,2,-2,-1,-6313,638,5774,1985,1934,2045,1999,,,,1,1,0.5968483
0D00:02:30.768007000,8,1.328368,103.7871,118,61.14,256.4,65400,0,0,0,12,3,8,0,0,0,-1,0,-1,2000,1.444,1002,4,-4,0,-5742,390,7448,1997,1939,2017,2037,,,,1,1,1.246109
0D00:02:30.968032000,8,1.32834,103.787,119,63.57,256,65792,0,0,0,11,3,12,0,0,0,0,0,-1,2000,1.453,1002,-1,1,1,-4617,-206,6123,1999,1927,1995,2040,,,,1,1,1.296186
0D00:02:31.176481000,8,1.32831,103.7869,121,65.35,255.8,66200,0,0,1,10,0,13,0,0,0,0,1,-3,2000,1.453,1002,-4,0,-6,-4173,-199,8235,1995,1912,1976,2043,,,,1,1,1.388598
0D00:02:31.466424000,8,1.328281,103.7867,122,66.49,255.9,66768,0,0,1,12,0,14,0,-1,0,0,27,-3,2000,1.453,1002,3,20,-5,-2548,43,-2977,1980,1906,1962,2047,,,,1,1,1.965169
0D00:02:31.568482000,8,1.328251,103.7866,124,67.11,255.8,66968,0,0,0,13,-4,17,0,0,0,0,35,-1,2000,1.462,1002,-4,21,0,-877,-98,-2588,1965,1902,1951,2047,,,,1,1,0.6981766
0D00:02:31.768691000,8,1.32822,103.7865,125,67.75,255.6,67360,-2,3,-2,11,-5,20,5,-2,0,-64,1,-3,1886,1.471,1023,-35,-8,0,1152,1403,1611,1813,1741,1794,1911,,,,1,1,1.382687
0D00:02:31.968751000,8,1.328188,103.7864,126,68.3,255.6,67752,10,0,-11,33,-2,17,10,6,0,-125,-1,-1,1466,1.639,1023,-92,-1,4,-582,14593,-10476,850,800,1092,1103,,,,1,1,1.392874
0D00:02:32.169006000,8,1.328151,103.7863,127,67.41,254.5,68144,21,-21,-53,84,-26,3,4,1,0,-200,-4,1,1316,1.657,1023,-167,19,19,445,21950,-6307,135,618,945,927,,,,1,1,1.376064
0D00:02:32.471127000,8,1.328105,103.7862,126,60.53,248,68736,-10,0,-30,16,-37,-26,-5,0,0,-205,-3,7,1316,1.639,1023,-141,-3,14,-1039,19440,3202,425,882,709,609,,,,1,1,1.864157
0D00:02:32.569338000,8,1.328054,103.7861,125,52.75,239,68928,-6,4,-13,8,-26,-33,11,-10,0,-205,-3,7,1316,1.639,1023,-143,-7,9,-931,17125,5658,431,816,725,653,,,,1,1,0.5280969
0D00:02:32.769601000,8,1.328001,103.7861,124,45.68,230.2,69320,-7,5,-25,-2,-21,-64,-3,8,0,-203,-3,3,1316,1.639,1023,-141,-8,10,-357,13157,8220,459,918,821,426,,,,1,1,0.9325192
0D00:02:32.969613000,8,1.32795,103.786,122,39.55,222.5,69712,-4,-1,53,-10,-13,-60,2,-3,0,-170,-3,3,1316,1.648,1023,-113,-1,-17,-976,7885,8877,626,743,603,653,,,,1,1,0.8063685
0D00:02:33.169835000,8,1.327902,103.786,121,34.05,216,70104,1,0,17,-5,-12,-29,3,3,0,-145,-3,3,1340,1.648,1023,-99,-3,-4,-863,3680,10513,658,756,714,693,,,,1,1,0.6949602
0D00:02:33.459377000,8,1.327858,103.786,119,28.86,210.5,70672,14,15,-2,8,5,-25,7,4,0,-99,-10,23,1456,1.622,1023,-79,-22,13,-678,1947,13728,863,880,1132,888,,,,1,1,0.8518025
0D00:02:33.569908000,8,1.327819,103.786,117,25.48,202.5,70888,10,10,-2,16,18,-27,7,7,0,-77,-12,27,1494,1.604,1023,-60,-18,16,-956,2535,14146,955,926,1246,944,,,,1,1,0.2870877
0D00:02:33.761626000,8,1.327787,103.7859,114,20.69,192.4,71264,-27,-3,-25,43,23,-43,-7,-40,0,-28,-5,7,1564,1.586,1023,9,0,13,-2532,3743,15954,938,1343,1290,1070,,,,1,1,0.4043471
0D00:02:33.961553000,8,1.327765,103.786,113,15.12,178.3,71656,-5,-4,0,9,13,-48,5,-1,0,-22,-3,3,1504,1.613,1023,-8,2,2,-3267,2729,14988,924,1112,1187,930,,,,1,1,0.3081444
0D00:02:34.161787000,8,1.327753,103.786,111,10.91,152.1,72048,-2,-1,21,7,10,-36,-1,-2,0,-36,-9,-1,1450,1.631,1023,-20,-4,-8,-3047,1884,11334,903,939,982,890,,,,1,1,0.2226863
0D00:02:34.463741000,8,1.327751,103.786,109,9.81,111.9,72640,3,-1,15,6,10,-15,6,0,0,-52,-1,-1,1393,1.639,1023,-37,1,-6,-3311,1676,8085,795,754,872,830,,,,1,1,0.301954
0D00:02:34.573831000,8,1.327756,103.786,107,11.68,83.7,72856,-1,0,5,6,8,-11,-1,-5,0,-53,-1,-1,1415,1.639,1023,-32,0,-2,-3396,2030,8186,843,857,886,844,,,,1,1,0.1310756
0D00:02:34.774035000,8,1.327767,103.786,105,13.83,70.8,73248,-1,0,-4,6,8,-8,-5,1,0,-53,-2,0,1429,1.639,1023,-32,-1,2,-3522,2152,8365,877,896,937,834,,,,1,1,0.2822448
0D00:02:34.973941000,8,1.327785,103.7861,104,15.9,59.9,73640,1,0,-8,10,7,-8,5,2,0,-3,-51,13,1465,1.639,1023,-4,-33,10,-4570,2497,7667,904,933,1063,936,,,,1,1,0.3240067
0D00:02:35.161578000,8,1.327809,103.7861,102,18.06,50.5,74008,4,-5,1,10,10,-8,-2,0,0,-3,-3,16,1473,1.631,1023,-6,3,8,-5054,2405,9081,946,950,1029,976,,,,1,1,0.3454357
0D00:02:35.463817000,8,1.32784,103.7861,101,20.44,41.6,74600,1,-3,-6,16,6,-18,1,1,0,0,0,3,1474,1.622,1023,-1,3,4,-4653,2581,6576,889,980,1088,953,,,,1,1,0.6297416
0D00:02:35.565772000,8,1.327876,103.7861,99,22.79,35.3,74800,-3,2,-5,15,6,-19,-1,1,0,4,0,1,1466,1.639,1023,6,-2,3,-4718,2245,5792,903,972,1063,906,,,,1,1,0.2368557
0D00:02:35.765747000,8,1.327918,103.7861,99,25,30.4,75192,-5,0,5,10,6,-17,-7,-2,0,63,2,0,1449,1.648,1023,46,2,-2,-4498,342,4365,916,949,954,886,,,,1,1,0.5096203
0D00:02:35.965583000,8,1.327962,103.7862,98,26.71,27,75584,-8,-6,30,-5,2,-3,4,-1,0,76,0,-1,1415,1.657,1023,57,6,-11,-4388,-3014,3772,924,830,764,911,,,,1,1,0.5440999
0D00:02:36.165840000,8,1.328007,103.7862,97,27.88,27,75976,-4,-1,20,-21,-7,17,-1,-1,0,37,18,0,1397,1.657,1023,29,14,-7,-3921,-5015,2834,942,824,651,867,,,,1,1,0.56913
0D00:02:36.463783000,8,1.32805,103.7862,97,28.46,30.8,76560,4,0,-7,-14,-6,24,0,-1,0,3,27,0,1391,1.657,1023,-3,17,2,-3050,-3482,1422,851,807,733,843,,,,1,1,0.8643688
0D00:02:36.573936000,8,1.328091,103.7863,96,28.65,35.8,76776,3,3,-19,-10,-7,21,1,3,0,3,0,0,1389,1.657,1023,-2,-3,7,-2880,-3033,1268,820,812,789,797,,,,1,1,0.3217007
0D00:02:36.765719000,8,1.328131,103.7863,95,28.8,39.7,77152,1,0,0,-5,-4,18,0,0,0,1,1,0,1389,1.666,1023,-1,0,0,-3075,-2417,1217,848,782,743,845,,,,1,1,0.5630327
0D00:02:36.974022000,8,1.328169,103.7863,95,28.98,42.3,77560,0,-3,-4,-3,-3,15,0,-3,0,30,0,0,1386,1.657,1023,18,3,2,-3106,-2445,1270,807,806,744,837,,,,1,1,0.6153538
0D00:02:37.178123000,8,1.328206,103.7864,94,29.23,44.5,77960,-2,1,1,-4,0,15,-2,3,0,38,0,0,1473,1.639,1023,27,-2,-1,-3722,-3190,3136,1044,948,928,982,,,,1,1,0.6081419
0D00:02:37.467916000,8,1.328242,103.7864,93,29.4,46.6,78528,2,0,4,-4,4,14,-8,5,0,19,3,0,1605,1.595,1023,10,1,-1,-4532,-3769,8449,1332,1199,1204,1239,,,,1,1,0.8684928
0D00:02:37.578162000,8,1.328278,103.7864,92,30.75,49.8,78744,4,-2,-6,-3,5,14,4,-5,0,12,4,0,1653,1.577,1023,4,5,2,-4791,-3661,8200,1340,1315,1331,1379,,,,1,1,0.3455723
0D00:02:37.778269000,8,1.328315,103.7865,91,33.81,53.9,79136,3,0,-1,0,6,11,2,-4,0,3,4,0,1752,1.533,1023,-3,3,1,-4474,-3008,11214,1554,1501,1539,1575,,,,1,1,0.6896654
0D00:02:37.978044000,8,1.328354,103.7866,91,38.01,57.1,79528,0,0,-3,2,5,7,0,1,0,1,0,0,1903,1.453,1023,0,-2,3,-4224,-2522,12686,1872,1815,1862,1848,,,,1,1,0.7740518
0D00:02:38.169803000,8,1.328396,103.7866,90,43.16,59.2,79904,0,0,1,4,7,6,0,0,0,1,1,0,2000,1.418,1023,1,-3,-3,-4734,-957,504,2037,1970,2021,2023,,,,1,1,0.8436614
0D00:02:38.467988000,8,1.328443,103.7867,90,49.49,60.4,80488,0,0,0,11,0,11,0,0,0,4,0,-3,2000,1.436,1023,4,1,-2,-4409,-767,776,1995,1939,1990,2047,,,,1,1,1.504299
0D00:02:38.578245000,8,1.328493,103.7868,90,55.15,60.7,80704,0,-1,-1,7,4,11,0,-1,0,4,0,-3,2000,1.436,1023,2,13,2,-4744,-1095,-3329,2014,1959,2004,2042,,,,1,1,0.6198444
0D00:02:38.778234000,8,1.328545,103.7869,90,58.44,61.1,81096,0,-1,3,9,2,12,0,0,0,4,0,-1,2000,1.444,1023,-3,10,-8,-4317,-17,-206,1996,1919,1974,2045,,,,1,1,1.191372
0D00:02:38.978138000,8,1.328598,103.787,90,60.69,61.2,81488,0,0,2,12,-1,12,0,0,0,4,0,-3,2000,1.444,1023,-1,-2,-8,-4106,-655,554,1981,1909,1969,2047,,,,1,1,1.236715
0D00:02:39.178294000,8,1.328653,103.7871,90,62.43,61.1,81880,-1,0,0,13,0,13,-1,0,0,4,0,-1,2000,1.444,1023,13,-3,2,-3768,-284,-2430,1997,1929,1987,2044,,,,1,1,1.273776
0D00:02:39.468226000,8,1.328708,103.7872,90,63.35,61.4,82448,0,0,0,12,-1,12,-1,0,0,4,0,-1,2000,1.444,1023,6,-5,-3,-4188,-797,3383,1991,1931,1976,2047,,,,1,1,1.872293
0D00:02:39.578677000,8,1.328762,103.7873,91,64.18,61.8,82664,1,-1,0,10,-1,12,1,0,0,5,0,-1,2000,1.436,1023,-5,9,0,-4461,-1123,5992,1976,1927,1981,2047,,,,1,1,0.722604
0D00:02:39.778950000,8,1.328816,103.7874,91,64.81,62.6,83056,0,0,0,11,-3,12,0,1,0,8,-1,-3,2000,1.444,1023,1,0,-1,-4390,-1725,-7435,1978,1927,1979,2047,,,,1,1,1.323108
0D00:02:39.979090000,8,1.328869,103.7875,91,64.97,63.1,83448,-9,0,-1,13,-3,10,2,0,0,99,-20,-19,1895,1.462,1023,89,-11,-9,-4530,-3517,-1151,1833,1805,1811,1884,,,,1,1,1.325494
0D00:02:40.170916000,8,1.328918,103.7876,91,65.18,63.7,83824,-20,-9,21,-32,-20,20,7,9,0,181,-26,-3,1576,1.595,1023,148,-7,-9,-4614,-23636,-4116,1359,1244,907,1229,,,,1,1,1.274538
0D00:02:40.469193000,8,1.328956,103.7877,91,63.67,66.1,84408,-10,-21,70,-109,-83,54,16,3,0,143,-13,0,1428,1.577,1023,106,13,-24,-1866,-25619,5100,1205,1087,115,1195,,,,1,1,1.935912
