timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse,loopIteration,axisP0,axisP1,axisP2,axisI0,axisI1,axisI2,axisD0,axisD1,axisD2,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,rssi,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3,flightModeFlagsflags,stateFlagsflags,failsafePhaseflags,rxSignalReceived,rxFlightChannelsValid,acceleration_G
0D00:00:56.753239000,20,1.329391,103.7862,23,0.02,74.1,39976,1,2,-26,-33,-13,-57,-1,-4,0,-154,-3,29,1423,1.586,1023,-107,-4,25,-2668,14950,672,700,1214,965,615,,,,1,1,0.1157049
0D00:00:57.010605000,20,1.329391,103.7862,23,0.02,74.1,40480,-1,2,-24,-52,-7,-88,0,1,0,-160,-3,57,1447,1.569,1023,-107,-5,40,-1070,14668,4313,761,1363,1062,504,,,,1,1,0.0005247013
0D00:00:57.132547000,20,1.329391,103.7862,23,0.01,74.1,44744,38,-14,-35,50,-18,3,-1,0,0,-45,-15,0,1276,1.639,1023,-68,4,12,-4924,5929,-14492,181,519,797,803,,,,1,1,0.0001243038
0D00:00:57.320513000,20,1.329391,103.7862,23,0.05,74.1,45112,9,-14,-60,117,-73,-37,-3,1,0,-51,-16,0,1254,1.622,1023,-42,5,21,-981,14718,-7176,116,846,1030,967,,,,1,1,0.0009580326
0D00:00:57.520489000,20,1.329391,103.7862,23,0.1,74.1,45504,-2,-1,-39,121,-83,-67,0,0,0,-76,-20,0,1261,1.631,1023,-47,-11,14,-1716,14739,-3042,116,870,1050,936,,,,1,1,0.002038491
0D00:00:57.721003000,20,1.329391,103.7862,23,0.12,74.1,45896,-4,-4,-13,111,-86,-92,0,-2,0,-108,-31,-1,1287,1.595,1023,-65,-15,4,-2529,14889,-2937,116,877,938,881,,,,1,1,0.002452771
0D00:00:58.002655000,20,1.32939,103.7862,23,0.22,74.1,46448,4,-2,-36,120,-95,-113,0,-2,0,-127,-38,-1,1312,1.613,1023,-88,-22,12,-3694,16217,2806,116,1077,1194,958,,,,1,1,0.006316355
0D00:00:58.121323000,20,1.329389,103.7862,23,0.61,154.3,46680,-1,0,-51,118,-97,-125,11,-1,0,-139,-36,0,1352,1.604,1023,-91,-23,18,-3791,16491,3858,116,1197,1338,966,,,,1,1,0.007378948
0D00:00:58.321354000,20,1.329385,103.7862,24,1.38,164.5,47072,-68,39,24,59,-66,-139,-3,-7,0,-155,-25,14,1458,1.595,1023,-36,-56,-1,-4341,13565,6128,622,1327,1108,726,,,,1,1,0.02813892
0D00:00:58.521621000,20,1.329378,103.7862,24,2.96,170.9,47464,-3,2,0,12,-22,-113,-18,1,0,-156,-23,27,1476,1.569,1023,-102,-17,14,-5726,13651,8387,696,1310,1182,738,,,,1,1,0.06042715
0D00:00:58.725683000,20,1.329369,103.7862,25,4.56,178.1,47864,-5,0,2,15,-22,-109,-17,15,0,-126,-3,29,1443,1.595,1023,-77,-2,15,-5151,11727,8535,672,1193,1125,667,,,,1,1,0.09485451
0D00:00:59.015711000,20,1.329358,103.7862,26,5.67,180.4,48432,-5,-2,26,12,-20,-105,4,-4,0,-107,0,40,1440,1.613,1023,-64,2,13,-4704,10379,9317,638,1124,1055,816,,,,1,1,0.1676309
0D00:00:59.125955000,20,1.329345,103.7862,26,6.96,179.7,48648,-1,-3,8,8,-24,-103,-2,-4,0,-93,-3,50,1442,1.595,1023,-58,1,24,-3885,10250,9432,608,1195,1067,779,,,,1,1,0.07821593
0D00:00:59.305554000,21,1.329345,103.7862,26,7.64,169.5,49000,-7,3,17,0,-26,-100,10,0,0,-72,-16,63,1456,1.595,1023,-39,-14,28,-2685,9100,9738,686,1178,1085,814,,,,1,1,0.1398712
0D00:00:59.326172000,21,1.329331,103.7862,27,7.64,169.5,49040,-7,2,16,-2,-26,-99,5,4,0,-69,-17,63,1456,1.604,1023,-37,-14,29,-2182,8669,8175,717,1187,1076,782,,,,1,1,0.01605724
0D00:00:59.534445000,21,1.329317,103.7863,28,8.98,151.1,49448,0,4,33,-4,-15,-78,-29,-2,0,-23,-25,55,1461,1.613,1023,-15,-20,18,-2917,7845,8165,891,1162,947,803,,,,1,1,0.1906515
0D00:00:59.734639000,21,1.329305,103.7863,29,11.06,131.8,49840,6,-2,28,8,-5,-57,0,-1,0,0,-27,30,1449,1.604,1023,-6,-14,6,-3272,6782,7750,806,982,1001,916,,,,1,1,0.2257029
0D00:01:00.016599000,21,1.329293,103.7863,30,13.19,119.8,50392,0,0,17,19,-3,-40,0,2,0,35,-3,80,1370,1.631,1023,22,-2,38,-2521,4740,5221,664,777,862,761,,,,1,1,0.3791083
0D00:01:00.126834000,21,1.329283,103.7863,31,15.64,112.7,50608,-1,3,13,20,0,-35,1,1,0,37,-1,57,1387,1.648,1023,25,-4,26,-3168,4057,4866,714,795,908,784,,,,1,1,0.1757467
0D00:01:00.327025000,21,1.329274,103.7864,31,17.87,107.2,51000,-8,1,-9,13,2,-26,-30,-2,0,5,-1,5,1406,1.639,1023,12,-2,6,-3287,2981,5298,818,978,864,696,,,,1,1,0.36467
0D00:01:00.526817000,21,1.329266,103.7864,32,22.04,101.8,51392,1,-1,-5,11,4,-19,3,6,0,-2,17,1,1380,1.648,1023,-3,13,3,-1996,2345,4308,712,787,898,747,,,,1,1,0.4488701
0D00:01:00.726732000,21,1.329257,103.7865,33,26.2,100.7,51784,0,0,12,10,4,-13,-6,1,0,-2,33,3,1368,1.648,1023,-1,20,-3,-2443,1599,3388,766,744,785,753,,,,1,1,0.5339218
0D00:01:01.016426000,21,1.329247,103.7865,33,30.62,99.4,52352,0,0,-9,9,1,-5,0,0,0,-2,49,7,1353,1.657,1023,-1,31,7,-3442,1503,1658,681,741,790,712,,,,1,1,0.9042233
0D00:01:01.134927000,21,1.329236,103.7866,34,33.92,99.3,52584,0,0,17,9,0,-2,0,1,0,-2,44,10,1353,1.657,1023,-2,28,-1,-1343,1182,1359,747,674,721,782,,,,1,1,0.4097405
0D00:01:01.326797000,21,1.329226,103.7866,35,35.53,99.9,52960,0,0,2,8,0,1,0,0,0,-2,32,14,1392,1.648,1023,-1,20,7,-635,1320,1658,809,783,820,830,,,,1,1,0.6949175
0D00:01:01.526846000,21,1.329216,103.7867,36,36.03,99.1,53352,-2,2,17,4,2,4,-1,3,0,-2,0,27,1470,1.639,1023,1,-3,10,-1647,829,5045,1035,900,940,1001,,,,1,1,0.7347365
0D00:01:01.726752000,21,1.329207,103.7868,37,36.2,98.6,53744,2,-3,11,6,1,4,0,0,0,-2,-12,3,1389,1.648,1023,-4,-5,-2,-1759,809,1779,815,754,783,865,,,,1,1,0.7376756
0D00:01:02.016765000,21,1.3292,103.7868,39,36.17,97.4,54312,0,0,-14,10,-3,2,0,-1,0,-2,-40,0,1355,1.666,1023,-2,-25,5,-1011,761,119,679,751,773,739,,,,1,1,1.069294
0D00:01:02.126792000,21,1.329195,103.7869,40,35.89,95.1,54528,0,0,-7,11,-2,0,-1,0,0,-2,-36,0,1355,1.666,1023,-2,-23,3,-725,806,374,691,737,766,748,,,,1,1,0.4025351
0D00:01:02.326777000,21,1.329194,103.787,41,36.62,92,54920,-2,0,3,10,1,-3,1,-5,0,-2,0,0,1386,1.657,1023,0,0,-1,-4873,777,1214,767,787,811,828,,,,1,1,0.7465291
0D00:01:02.526925000,21,1.329192,103.787,42,37.53,91.2,55312,-1,-1,-15,9,1,-4,-1,-1,0,0,25,0,1400,1.657,1023,2,17,5,-3801,590,2713,763,863,883,799,,,,1,1,0.7657038
0D00:01:02.726737000,21,1.329192,103.7871,44,38.38,90.8,55704,0,-1,14,6,0,-3,0,0,0,0,0,0,1406,1.657,1023,-1,1,-5,-3692,304,1964,846,801,828,882,,,,1,1,0.7817314
0D00:01:03.020550000,21,1.329192,103.7872,46,39.35,90.4,56280,-4,1,-12,15,-1,-5,-5,3,0,123,-3,-50,1360,1.666,1023,84,-3,-23,-4367,-508,1284,699,764,808,711,,,,1,1,1.178547
0D00:01:03.131046000,21,1.329192,103.7872,48,40.91,89.5,56496,-18,-2,11,0,-1,-1,-1,-4,0,174,-1,-65,1406,1.657,1023,140,2,-39,-4498,-4786,2180,887,877,758,835,,,,1,1,0.4607942
0D00:01:03.310617000,20,1.329192,103.7872,48,42.39,89.6,56848,-2,-7,26,-28,-13,13,12,-5,0,175,-1,-26,1431,1.639,1023,124,7,-23,-3346,-11330,5663,965,900,701,993,,,,1,1,0.7759444
0D00:01:03.330944000,20,1.329193,103.7873,50,42.39,89.6,56888,0,-6,19,-29,-14,14,-3,-2,0,174,-1,-19,1432,1.648,1023,122,6,-17,-3291,-11745,7435,990,941,693,944,,,,1,1,0.08783502
0D00:01:03.531064000,20,1.329192,103.7874,53,41.12,90,57280,0,-2,38,-29,-21,28,-39,4,0,158,-1,-7,1460,1.631,1023,108,2,-17,-2833,-13627,10140,1208,994,603,990,,,,1,1,0.8388312
0D00:01:03.710776000,19,1.329192,103.7874,53,41.24,90.6,57632,1,2,26,-20,-23,42,-15,-2,0,119,-28,-4,1474,1.631,1023,77,-20,-11,-3669,-13275,9570,1153,954,696,1105,,,,1,1,0.7554865
0D00:01:03.731081000,19,1.329193,103.7875,55,41.24,90.6,57672,2,-3,36,-18,-24,43,-9,2,0,117,-29,-4,1474,1.622,1023,74,-15,-15,-3393,-13009,9697,1157,911,686,1156,,,,1,1,0.08535965
0D00:01:04.020810000,19,1.329196,103.7875,58,41.14,88.8,58240,2,-3,1,0,-22,62,-3,6,0,114,-33,-4,1456,1.622,1023,72,-17,-3,-3061,-10413,9188,1043,844,750,1125,,,,1,1,1.215031
0D00:01:04.119097000,20,1.329196,103.7875,58,41.76,86.5,58432,5,0,-10,2,-22,65,-6,0,0,110,-44,-4,1456,1.631,1023,66,-29,2,-3140,-10225,9596,1010,866,772,1115,,,,1,1,0.418396
0D00:01:04.131310000,20,1.329202,103.7876,61,41.76,86.5,58456,2,3,7,2,-21,65,8,4,0,110,-44,-4,1456,1.622,1023,68,-32,-5,-3003,-10172,9822,1041,777,777,1168,,,,1,1,0.05198928
0D00:01:04.331377000,20,1.329208,103.7877,64,42.49,84.7,58848,-4,0,4,0,-18,69,-36,2,0,86,-20,-5,1423,1.639,1023,61,-12,-4,-3681,-9213,9700,1090,837,581,986,,,,1,1,0.8665491
0D00:01:04.531227000,20,1.329212,103.7878,67,41.8,85.3,59240,1,2,-12,0,-12,68,4,0,0,76,-13,-5,1421,1.639,1023,47,-11,1,-4005,-7954,8935,955,752,735,1036,,,,1,1,0.8515525
0D00:01:04.731428000,20,1.329209,103.7878,70,41.28,89.1,59632,-5,-3,-25,-2,-7,60,11,-8,0,55,-5,-4,1456,1.631,1023,41,0,7,-4168,-7736,7860,970,897,825,1070,,,,1,1,0.842436
0D00:01:04.911154000,19,1.329209,103.7878,70,40.55,95.7,59984,-6,1,-4,-15,-7,62,-1,0,0,3,-5,-4,1460,1.622,1023,9,-5,-1,-4758,-6406,8400,1123,880,753,1039,,,,1,1,0.7429041
0D00:01:05.021457000,19,1.329196,103.7879,73,40.55,95.7,60200,-3,1,-27,-17,-4,60,6,-3,0,-10,-7,-5,1460,1.622,1023,-3,-6,7,-4031,-6108,8772,1042,920,827,1006,,,,1,1,0.4559416
0D00:01:05.131929000,19,1.329171,103.788,75,40.01,105.3,60416,0,4,-22,-16,-1,53,0,2,0,-17,-7,-12,1460,1.631,1023,-11,-10,1,-4137,-5437,7877,1069,902,856,968,,,,1,1,0.4505591
0D00:01:05.331566000,19,1.329134,103.788,77,39.52,115.9,60808,1,1,-28,-10,2,38,-12,0,0,-3,-26,-19,1460,1.631,1023,-4,-18,-1,-4750,-3879,4829,1029,961,889,916,,,,1,1,0.8042461
0D00:01:05.531518000,19,1.329087,103.7881,79,38.95,127.2,61200,3,-1,-16,-9,5,31,8,0,0,-2,-27,-16,1460,1.631,1023,-6,-16,-3,-5502,-2753,4962,988,900,930,978,,,,1,1,0.7938971
0D00:01:05.702876000,18,1.329087,103.7881,79,37.48,139.1,61536,1,4,-3,-6,5,27,-3,-3,0,-5,-12,-19,1460,1.639,1023,-4,-12,-9,-5199,-2338,4028,1039,898,888,971,,,,1,1,0.6546889
0D00:01:05.711032000,18,1.329032,103.7881,81,37.48,139.1,61552,1,3,-13,-6,6,27,1,4,0,-5,-12,-19,1460,1.631,1023,-5,-12,-6,-5290,-2292,2542,1022,893,940,941,,,,1,1,0.03116074
0D00:01:05.911374000,19,1.329032,103.7881,81,36.88,150.8,61944,2,1,-5,0,6,20,-2,-2,0,-8,-5,-23,1460,1.639,1023,-8,-5,-10,-5636,-891,6624,995,905,927,968,,,,1,1,0.7531716
0D00:01:06.013238000,19,1.328973,103.7882,82,36.88,150.8,62144,0,1,-12,0,5,15,3,7,0,-12,-3,-23,1460,1.631,1023,-7,-3,-8,-5195,-843,4269,982,902,980,931,,,,1,1,0.3829505
0D00:01:06.111159000,18,1.328973,103.7882,82,33.65,165.6,62336,0,-1,-7,1,6,12,4,4,0,-16,-3,-23,1460,1.631,1023,-10,-1,-10,-5236,-217,4548,965,904,973,954,,,,1,1,0.335886
0D00:01:06.131580000,18,1.328916,103.7882,83,33.65,165.6,62376,1,-3,-10,2,5,12,-2,-3,0,-16,-3,-23,1460,1.639,1023,-12,2,-9,-5139,-57,4899,946,944,946,960,,,,1,1,0.07004757
0D00:01:06.331504000,18,1.328861,103.7882,83,31.05,180.2,62768,0,2,-5,3,5,7,-3,6,0,-16,-4,-23,1460,1.639,1023,-10,-6,-11,-4733,357,4523,985,911,977,922,,,,1,1,0.632787
0D00:01:06.531577000,18,1.328806,103.7881,83,31.51,196.1,63160,2,-1,-17,5,5,3,4,-6,0,0,-7,-19,1436,1.639,1023,-3,-3,-4,-5125,785,4212,832,908,957,904,,,,1,1,0.6426402
0D00:01:06.711075000,16,1.328806,103.7881,83,36.02,212.1,63512,4,0,10,5,3,3,2,2,0,11,-1,-4,1415,1.648,1023,2,-1,-6,-4900,-94,1523,873,783,870,904,,,,1,1,0.6590742
0D00:01:06.731364000,16,1.328749,103.7881,81,36.02,212.1,63552,-1,-1,0,5,3,3,5,-1,0,11,-1,-4,1406,1.648,1023,9,1,-2,-4893,-97,2447,825,811,855,864,,,,1,1,0.07449641
0D00:01:06.910923000,17,1.328749,103.7881,81,43.85,223.4,63904,-2,0,8,2,0,5,-5,1,0,5,0,-3,1368,1.648,1023,6,0,-5,-4119,-1068,1005,809,737,721,780,,,,1,1,0.8026159
0D00:01:07.021049000,17,1.328695,103.788,80,43.85,223.4,64120,-1,0,0,1,-2,7,0,1,0,0,0,-3,1347,1.666,1023,2,1,-2,-4018,-1034,1316,732,707,697,741,,,,1,1,0.4922554
0D00:01:07.115059000,16,1.328695,103.788,80,47.89,234.1,64304,0,-1,-16,2,-4,8,-1,0,0,0,0,-1,1316,1.666,1023,-1,2,5,-3757,-811,-11,621,685,660,659,,,,1,1,0.4589336
0D00:01:07.131401000,16,1.328651,103.7879,79,47.89,234.1,64336,1,0,-23,2,-4,8,-1,0,0,0,0,-1,1315,1.675,1023,-2,1,8,-3678,-792,74,602,695,680,639,,,,1,1,0.07977761
0D00:01:07.331710000,16,1.328622,103.7879,77,49.62,245.1,64728,0,4,4,3,-3,8,1,0,0,-3,0,-1,1346,1.657,1023,-3,-4,-2,-3758,-342,749,735,676,702,756,,,,1,1,1.013184
0D00:01:07.531759000,16,1.328607,103.7878,76,49.62,256.1,65120,0,0,-2,4,2,5,0,0,0,7,0,-1,1391,1.657,1023,5,0,0,-3968,-68,2328,809,788,813,825,,,,1,1,1.011869
0D00:01:07.723585000,17,1.328607,103.7878,76,50.22,264.4,65496,-3,3,13,3,4,5,-2,-6,0,21,18,-3,1393,1.657,1023,17,8,-6,-3379,-1075,2515,863,774,769,844,,,,1,1,0.9820083
0D00:01:07.731694000,17,1.3286,103.7877,75,50.22,264.4,65512,-1,-2,11,2,4,5,5,-1,0,22,18,-3,1393,1.657,1023,16,15,-5,-3330,-1127,2642,833,762,790,866,,,,1,1,0.04151213
0D00:01:08.021419000,17,1.328597,103.7876,74,51.72,267.1,66080,0,1,-2,2,1,7,-8,3,0,29,1,-3,1393,1.657,1002,18,-1,-1,-3275,-1464,2424,850,799,804,798,,,,1,1,1.52748
0D00:01:08.131654000,17,1.328594,103.7875,74,54.76,268.6,66296,-1,-2,7,2,1,7,-2,0,0,53,0,-10,1393,1.648,1002,35,2,-8,-3150,-2252,1939,845,783,774,848,,,,1,1,0.6153383
0D00:01:08.315230000,19,1.328594,103.7875,74,57.45,268.5,66656,-2,0,2,-3,0,10,-2,0,0,57,0,-16,1393,1.657,1002,38,0,-10,-3288,-3740,3276,856,801,768,825,,,,1,1,1.07507
0D00:01:08.335501000,19,1.328591,103.7874,74,57.45,268.5,66696,-2,-2,8,-3,0,10,1,1,0,57,0,-16,1393,1.657,1002,39,2,-12,-3291,-3843,2921,863,784,757,846,,,,1,1,0.1187124
0D00:01:08.535510000,19,1.328586,103.7873,74,58.7,267.9,67088,-2,0,-2,-10,-4,15,0,0,0,57,-12,-17,1393,1.657,1023,38,-8,-8,-3228,-5497,3793,858,825,747,821,,,,1,1,1.196792
0D00:01:08.723495000,17,1.328586,103.7873,74,59.39,267,67456,-5,0,-8,-14,-5,17,0,0,0,110,-56,-57,1392,1.657,1023,77,-36,-28,-3531,-6889,3749,857,848,735,802,,,,1,1,1.138066
0D00:01:08.731623000,17,1.32858,103.7872,74,59.39,267,67472,-5,-3,18,-14,-5,17,1,-5,0,110,-57,-57,1392,1.648,1023,77,-33,-37,-3450,-7064,3734,898,807,657,880,,,,1,1,0.04920713
0D00:01:09.033506000,17,1.328573,103.7871,74,59.68,266.4,68064,-1,0,6,-31,-15,29,-4,11,0,110,-24,-71,1392,1.648,1023,73,-15,-41,-3926,-9456,6494,963,824,633,822,,,,1,1,1.836532
0D00:01:09.123333000,18,1.328573,103.7871,74,59.77,265.9,68240,0,-4,24,-32,-17,35,2,4,0,110,-3,-73,1392,1.648,1023,73,3,-48,-3195,-9618,5783,973,785,567,917,,,,1,1,0.5472946
0D00:01:09.135507000,18,1.328564,103.787,74,59.77,265.9,68264,0,-3,-20,-32,-18,36,-5,0,0,110,-3,-73,1392,1.639,1023,72,1,-33,-3102,-9703,6233,884,908,641,810,,,,1,1,0.07417329
0D00:01:09.335805000,18,1.328555,103.7868,74,58.84,265.3,68656,4,0,19,-28,-20,43,4,-3,0,115,0,-69,1392,1.648,1023,71,-2,-44,-2606,-8924,7814,939,768,578,958,,,,1,1,1.20138
0D00:01:09.523672000,19,1.328555,103.7868,74,53.66,264.2,69024,3,-2,-1,-19,-15,39,2,-6,0,125,0,-69,1392,1.648,1023,78,3,-37,-1526,-9508,8327,870,809,643,920,,,,1,1,1.027619
0D00:01:09.535871000,19,1.328545,103.7868,73,53.66,264.2,69048,1,-1,-4,-18,-15,39,-8,-4,0,125,0,-69,1392,1.639,1023,81,2,-36,-1542,-9628,8747,900,837,627,878,,,,1,1,0.06672766
0D00:01:09.723942000,20,1.328545,103.7868,73,50.18,263.8,69416,13,0,2,-2,-10,29,10,-1,0,130,0,-71,1396,1.648,1023,73,-1,-40,-1332,-8715,8232,818,727,768,962,,,,1,1,0.9620186
0D00:01:09.736143000,20,1.328535,103.7867,73,50.18,263.8,69440,8,5,-28,0,-10,29,-17,7,0,130,0,-71,1396,1.648,1023,78,-6,-29,-1270,-8560,7587,850,834,802,789,,,,1,1,0.06241042
0D00:01:09.924130000,19,1.328535,103.7867,73,48.9,263.3,69808,7,2,-28,8,-8,21,1,0,0,134,0,-78,1396,1.648,1023,81,-3,-33,-722,-8307,8884,751,809,860,854,,,,1,1,0.9370606
0D00:01:10.034308000,19,1.328525,103.7866,73,48.9,263.3,70024,7,0,-4,11,-9,17,6,2,0,134,0,-79,1396,1.648,1012,82,-1,-42,-645,-8490,8823,777,747,831,920,,,,1,1,0.5492053
0D00:01:10.103804000,18,1.328525,103.7866,73,48.73,263.2,70160,5,0,-22,14,-9,15,-2,0,0,134,0,-78,1400,1.639,1012,84,1,-35,-551,-8051,9700,753,825,860,869,,,,1,1,0.3452131
0D00:01:10.124201000,18,1.328514,103.7865,73,48.73,263.2,70200,-2,0,-1,14,-9,14,-1,-3,0,132,0,-78,1407,1.648,1002,90,1,-42,-960,-7995,10176,815,821,805,924,,,,1,1,0.1013197
0D00:01:10.324441000,18,1.328498,103.7864,73,47.06,261.9,70592,1,1,9,19,-5,8,5,11,0,98,42,-63,1409,1.639,992,62,25,-38,-350,-7571,9156,845,732,878,926,,,,1,1,0.9605805
0D00:01:10.524263000,18,1.328473,103.7863,73,44.43,255.7,70984,-5,0,-11,18,-5,6,-8,4,0,80,68,-10,1372,1.639,992,56,43,-2,-25,-6280,8739,746,769,794,771,,,,1,1,0.9050042
0D00:01:10.703868000,19,1.328473,103.7863,73,42.14,246,71336,2,2,-9,16,-6,2,10,6,0,76,41,-4,1416,1.639,971,46,23,1,-898,-5812,9562,785,802,948,902,,,,1,1,0.7715142
0D00:01:10.724291000,19,1.328437,103.7863,73,42.14,246,71376,-3,-1,-3,16,-5,2,-1,-1,0,74,32,-3,1446,1.631,961,51,22,0,-305,-5991,9853,853,897,907,943,,,,1,1,0.08772938
0D00:01:11.006262000,19,1.328393,103.7862,73,38.45,233.9,71928,-5,3,20,6,-5,-2,3,-3,0,35,-22,0,1632,1.551,982,28,-17,-7,-1604,-7321,15711,1316,1263,1254,1362,,,,1,1,1.105177
0D00:01:11.104299000,18,1.328393,103.7862,73,35.23,222.2,72120,2,3,14,3,-5,0,5,6,0,30,-24,0,1680,1.542,982,16,-19,-6,-1823,-7148,17989,1413,1327,1396,1448,,,,1,1,0.3520738
0D00:01:11.124658000,18,1.328345,103.7862,73,35.23,222.2,72160,-2,2,16,2,-4,2,-1,-1,0,28,-24,0,1689,1.533,971,21,-19,-6,-1798,-7174,17661,1453,1384,1363,1457,,,,1,1,0.07311392
0D00:01:11.316670000,18,1.328296,103.7862,74,31.1,207.3,72536,-2,0,3,-5,-2,9,-3,0,0,15,-27,0,1758,1.506,1002,13,-17,-2,-3019,-7303,14845,1602,1560,1493,1564,,,,1,1,0.6087231
0D00:01:11.504339000,19,1.328296,103.7862,74,26.54,192.2,72904,-2,0,7,-4,1,15,0,-1,0,3,-29,0,1808,1.471,1012,7,-17,-4,-4555,-6787,16194,1719,1623,1585,1697,,,,1,1,0.5077202
0D00:01:11.516828000,19,1.328252,103.7862,75,26.54,192.2,72928,0,0,5,-4,0,15,0,2,0,3,-29,0,1816,1.471,1012,3,-18,-3,-4610,-6641,14095,1741,1633,1614,1702,,,,1,1,0.03378777
0D00:01:11.716827000,19,1.328213,103.7862,77,23.1,173.7,73320,1,0,1,0,4,18,-1,2,0,0,-3,0,1862,1.453,1012,-3,-3,-1,-5703,-4923,11386,1826,1703,1736,1799,,,,1,1,0.4709457
0D00:01:12.018588000,19,1.328181,103.7862,79,22.66,152,73912,-1,0,3,5,3,17,0,1,0,1,40,4,1918,1.427,1023,5,27,-1,-3785,-2721,8265,1931,1810,1851,1928,,,,1,1,0.6970341
0D00:01:12.108607000,17,1.328181,103.7862,79,23.66,133.2,74088,0,0,2,7,1,18,1,0,0,1,42,5,1942,1.418,1023,0,29,0,-1838,-1935,9266,1960,1854,1902,1998,,,,1,1,0.21711
0D00:01:12.116700000,17,1.328156,103.7862,81,23.66,133.2,74104,0,0,2,7,1,19,0,1,0,1,42,5,1943,1.418,1023,-1,29,-1,-1745,-1979,9610,1969,1855,1901,1997,,,,1,1,0.0195189
0D00:01:12.329221000,17,1.32814,103.7863,83,24.64,116.8,74520,1,0,3,12,-5,24,1,0,0,2,24,5,1980,1.418,1023,-6,20,-3,546,-1424,4259,1954,1852,1895,2047,,,,1,1,0.5337938
0D00:01:12.517132000,17,1.328131,103.7863,86,26.06,103.7,74888,0,1,0,14,-2,29,0,0,0,1,0,3,2000,1.418,1023,-1,-8,0,436,-470,3891,1968,1826,1894,2047,,,,1,1,0.4991805
0D00:01:12.717392000,17,1.328126,103.7864,89,27.35,97.9,75280,-1,1,-1,16,-1,27,0,0,0,2,-28,0,2000,1.418,1023,13,-29,4,-2018,-535,-119,1975,1844,1918,2046,,,,1,1,0.5583192
0D00:01:12.909122000,16,1.328126,103.7864,89,29.59,94.7,75656,-3,0,-2,12,2,18,0,0,0,2,-24,0,2000,1.4,1023,22,-20,6,-4962,-1020,-2957,2008,1904,1972,2037,,,,1,1,0.5783171
0D00:01:13.019249000,16,1.328122,103.7864,91,29.59,94.7,75872,0,0,0,14,5,18,0,0,0,2,-12,0,2000,1.409,1023,5,-8,-1,-3960,-1820,5351,1991,1865,1962,2033,,,,1,1,0.3321772
0D00:01:13.129715000,16,1.328119,103.7865,93,33,93.1,76088,0,-1,0,16,1,17,0,0,0,2,-3,0,2000,1.409,1023,-4,5,2,-6419,-1757,393,1962,1873,1960,2046,,,,1,1,0.3715982
0D00:01:13.329717000,16,1.328115,103.7866,95,34.62,93.2,76480,0,0,0,20,1,18,0,0,0,2,-4,0,2000,1.409,1023,6,3,2,-6049,705,1370,1942,1851,1953,2047,,,,1,1,0.7058175
0D00:01:13.517516000,16,1.328111,103.7866,97,36,93.4,76848,0,0,6,16,0,21,0,0,0,2,-12,0,2000,1.4,1023,2,-9,-14,-6191,-295,2322,1962,1822,1906,2047,,,,1,1,0.6891706
0D00:01:13.730015000,16,1.32811,103.7867,99,36.48,92.7,77264,0,0,1,17,3,16,0,0,0,2,-17,0,2000,1.4,1023,-2,-4,-3,-7892,-986,2211,1963,1855,1963,2038,,,,1,1,0.7902103
0D00:01:13.909875000,17,1.32811,103.7867,99,35.57,89.2,77616,0,-1,2,15,2,17,0,0,0,2,-17,0,2000,1.409,1023,-1,-2,-6,-4851,-1466,3835,1969,1859,1942,2045,,,,1,1,0.6521529
0D00:01:14.020011000,17,1.328113,103.7868,101,35.57,89.2,77832,-1,0,0,15,5,15,0,0,0,2,-17,0,2000,1.391,1023,10,-16,-1,-7849,-973,1653,1993,1876,1980,2030,,,,1,1,0.3993412
0D00:01:14.130264000,17,1.328118,103.7868,102,34.92,86.5,78048,0,0,0,19,2,17,0,0,0,2,-17,0,2000,1.391,1023,3,-16,0,-8233,-728,-324,1956,1851,1964,2039,,,,1,1,0.3924602
0D00:01:14.309935000,18,1.328118,103.7868,102,34.49,82.9,78400,0,0,-1,19,5,14,-1,0,0,2,-18,-1,2000,1.382,1023,8,-14,4,-8457,-333,-6263,1971,1877,1993,2033,,,,1,1,0.6316873
0D00:01:14.330287000,18,1.328126,103.7869,103,34.49,82.9,78440,0,0,-2,18,5,13,0,0,0,2,-18,-1,2000,1.373,1023,6,-17,6,-9024,-295,-8486,1974,1877,2008,2027,,,,1,1,0.07155357
0D00:01:14.530462000,18,1.328134,103.7869,104,34.89,82.6,78832,1,1,2,20,-2,18,0,3,0,2,-17,-1,1998,1.409,1023,-5,-22,-6,-6738,-243,3867,1947,1821,1947,2037,,,,1,1,0.7119374
0D00:01:14.730414000,18,1.328139,103.787,105,35.81,84.5,79224,1,-3,-15,19,-1,11,-2,5,0,-27,-3,-22,1737,1.506,1023,-19,3,-5,-8688,1267,-439,1457,1473,1572,1546,,,,1,1,0.7298961
0D00:01:15.020349000,18,1.328143,103.7871,105,36.37,86.2,79792,30,-17,-33,63,-26,-13,8,2,0,-111,-30,-3,1429,1.586,1023,-102,-1,10,-6234,12329,-8603,393,852,1163,1135,,,,1,1,1.074917
0D00:01:15.130574000,18,1.328147,103.7871,106,37.31,87.1,80008,58,-55,-84,104,-52,-34,20,0,0,-117,-47,8,1391,1.551,1023,-136,26,34,-5299,19068,-4442,115,1001,1389,1335,,,,1,1,0.4192146
