time (us), GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course
58052679, 9, 1.3284057, 103.7860195, 94, 50.94, 76.4
58342903, 9, 1.3284375, 103.7861226, 93, 57.92, 73.7
58453076, 9, 1.3284742, 103.7862304, 93, 62.09, 72.3
58653219, 9, 1.3285147, 103.7863406, 92, 64.68, 70.5
58853663, 9, 1.3285570, 103.7864519, 91, 65.94, 69.5
59053692, 9, 1.3285995, 103.7865640, 91, 66.60, 69.2
59343623, 9, 1.3286420, 103.7866757, 90, 66.94, 69.5
59453707, 9, 1.3286846, 103.7867854, 90, 66.10, 69.1
59654229, 9, 1.3287266, 103.7868937, 90, 64.97, 68.8
59854026, 9, 1.3287674, 103.7870015, 89, 64.31, 69.1
60054529, 9, 1.3288055, 103.7871054, 89, 64.01, 69.7
60344688, 9, 1.3288382, 103.7872009, 89, 59.29, 70.4
60454812, 9, 1.3288654, 103.7872877, 89, 53.13, 72.0
60654827, 9, 1.3288878, 103.7873681, 90, 48.23, 73.7
60855131, 9, 1.3289068, 103.7874434, 90, 44.70, 75.5
61055697, 9, 1.3289242, 103.7875143, 91, 41.87, 76.7
61345785, 9, 1.3289420, 103.7875823, 92, 39.62, 76.1
61456017, 9, 1.3289601, 103.7876487, 93, 38.71, 75.1
61655937, 9, 1.3289779, 103.7877134, 94, 37.86, 74.8
61856174, 9, 1.3289943, 103.7877768, 95, 36.88, 74.8
62056141, 9, 1.3290077, 103.7878396, 96, 36.11, 76.7
62346706, 9, 1.3290167, 103.7879021, 98, 35.47, 79.5
62456646, 9, 1.3290191, 103.7879639, 99, 34.87, 84.4
62656619, 9, 1.3290132, 103.7880243, 100, 34.27, 91.5
62856991, 9, 1.3289982, 103.7880816, 102, 33.55, 99.9
63057344, 9, 1.3289734, 103.7881335, 103, 32.83, 109.6
63347147, 9, 1.3289389, 103.7881772, 105, 31.73, 121.5
63457364, 9, 1.3288959, 103.7882101, 106, 30.91, 135.0
63657252, 9, 1.3288477, 103.7882299, 107, 30.01, 149.9
63867701, 9, 1.3287984, 103.7882355, 107, 28.55, 165.2
64057596, 9, 1.3287512, 103.7882280, 108, 27.00, 181.6
64347858, 9, 1.3287068, 103.7882074, 107, 26.48, 196.0
64457953, 9, 1.3286667, 103.7881667, 106, 28.34, 212.8
64658362, 9, 1.3286348, 103.7881009, 104, 36.11, 234.5
64858539, 9, 1.3286133, 103.7880134, 101, 45.94, 251.1
65058427, 9, 1.3286009, 103.7879106, 98, 54.39, 260.2
65348723, 9, 1.3285945, 103.7877978, 95, 60.67, 265.4
65458439, 9, 1.3285910, 103.7876789, 92, 64.71, 267.6
65658408, 9, 1.3285889, 103.7875560, 90, 67.44, 268.7
65868823, 9, 1.3285875, 103.7874304, 88, 69.19, 269.2
66068857, 9, 1.3285861, 103.7873036, 87, 70.35, 269.3
66358879, 9, 1.3285847, 103.7871765, 87, 70.64, 269.4
66469154, 9, 1.3285833, 103.7870496, 87, 70.75, 269.4
66669201, 9, 1.3285822, 103.7869236, 87, 70.45, 269.4
66869752, 9, 1.3285822, 103.7867986, 88, 69.60, 269.5
67069857, 9, 1.3285842, 103.7866781, 89, 69.30, 270.2
67360082, 9, 1.3285895, 103.7865685, 90, 64.75, 271.9
67459784, 9, 1.3285958, 103.7864707, 91, 57.21, 273.3
67660267, 9, 1.3286032, 103.7863812, 92, 51.99, 274.3
67860708, 9, 1.3286117, 103.7862981, 92, 48.09, 275.4
68070555, 9, 1.3286212, 103.7862194, 92, 45.01, 276.5
68350782, 9, 1.3286314, 103.7861440, 92, 43.15, 277.2
68470669, 9, 1.3286415, 103.7860714, 93, 41.44, 277.8
68670778, 9, 1.3286504, 103.7860012, 93, 40.06, 278.0
68881185, 9, 1.3286548, 103.7859334, 93, 38.62, 276.3
69081108, 9, 1.3286513, 103.7858683, 93, 36.97, 270.9
69361202, 9, 1.3286393, 103.7858068, 93, 35.75, 263.1
69471185, 9, 1.3286194, 103.7857515, 94, 34.00, 254.7
69671509, 9, 1.3285935, 103.7857047, 94, 31.57, 246.0
69871861, 9, 1.3285637, 103.7856686, 95, 28.15, 235.8
70071582, 9, 1.3285332, 103.7856435, 95, 24.00, 225.0
70362229, 9, 1.3285054, 103.7856287, 95, 19.82, 213.4
70471953, 9, 1.3284827, 103.7856242, 95, 15.11, 200.7
70672476, 9, 1.3284642, 103.7856297, 95, 10.94, 177.4
70862364, 9, 1.3284480, 103.7856447, 94, 11.14, 148.5
71072543, 9, 1.3284345, 103.7856681, 94, 13.79, 127.8
71362919, 9, 1.3284246, 103.7856990, 93, 16.34, 113.2
71472591, 9, 1.3284184, 103.7857377, 93, 20.02, 103.6
71672990, 9, 1.3284168, 103.7857833, 92, 23.69, 95.5
71873391, 9, 1.3284203, 103.7858358, 91, 27.16, 89.1
72073595, 9, 1.3284293, 103.7858979, 90, 31.52, 84.2
72363873, 9, 1.3284446, 103.7859721, 89, 38.35, 80.0
72473622, 9, 1.3284659, 103.7860582, 88, 46.05, 77.3
72673725, 9, 1.3284929, 103.7861552, 88, 52.65, 75.5
72873789, 9, 1.3285253, 103.7862615, 87, 59.35, 73.7
73073904, 9, 1.3285609, 103.7863744, 86, 64.33, 72.7
73364641, 9, 1.3285982, 103.7864916, 86, 67.32, 72.7
73474358, 9, 1.3286367, 103.7866113, 85, 69.52, 72.4
73674507, 9, 1.3286755, 103.7867317, 85, 70.31, 72.2
73874649, 9, 1.3287142, 103.7868527, 84, 70.65, 72.4
74074726, 9, 1.3287532, 103.7869739, 84, 70.74, 72.5
74365106, 9, 1.3287927, 103.7870951, 83, 71.01, 72.1
74475324, 9, 1.3288310, 103.7872133, 83, 70.91, 72.1
74675920, 9, 1.3288653, 103.7873240, 82, 67.37, 72.5
74876138, 9, 1.3288932, 103.7874247, 82, 61.53, 73.4
75076155, 9, 1.3289149, 103.7875157, 82, 54.99, 75.8
75366557, 9, 1.3289318, 103.7875990, 82, 49.35, 77.6
75476701, 9, 1.3289441, 103.7876764, 82, 45.39, 79.8
75677207, 9, 1.3289508, 103.7877492, 82, 42.08, 82.4
75877725, 9, 1.3289494, 103.7878181, 82, 39.55, 87.2
76077938, 9, 1.3289380, 103.7878812, 82, 37.42, 95.3
76368421, 9, 1.3289161, 103.7879367, 81, 34.89, 106.6
76478158, 9, 1.3288860, 103.7879829, 81, 32.18, 117.2
76678579, 9, 1.3288496, 103.7880181, 81, 29.75, 129.1
76878802, 9, 1.3288088, 103.7880414, 80, 27.14, 142.8
77079503, 9, 1.3287650, 103.7880511, 79, 25.41, 157.6
77369822, 9, 1.3287199, 103.7880460, 79, 24.96, 176.6
77479665, 9, 1.3286761, 103.7880252, 79, 25.88, 195.5
77680093, 9, 1.3286359, 103.7879896, 80, 28.49, 213.8
77880276, 9, 1.3286019, 103.7879413, 82, 31.40, 228.4
78080804, 9, 1.3285746, 103.7878838, 85, 34.53, 240.1
78371218, 9, 1.3285532, 103.7878213, 88, 36.08, 247.8
78481642, 9, 1.3285360, 103.7877547, 92, 37.33, 253.6
78681555, 9, 1.3285213, 103.7876857, 95, 38.84, 256.8
78882118, 9, 1.3285086, 103.7876168, 99, 39.39, 258.6
79082430, 9, 1.3284975, 103.7875490, 102, 38.38, 259.9
79372904, 9, 1.3284880, 103.7874811, 104, 37.78, 261.2
79482690, 9, 1.3284804, 103.7874095, 106, 38.36, 262.9
79683398, 9, 1.3284746, 103.7873301, 107, 41.59, 264.8
79883273, 9, 1.3284708, 103.7872402, 107, 46.77, 266.7
80093777, 9, 1.3284693, 103.7871391, 106, 53.14, 268.3
80374326, 9, 1.3284698, 103.7870277, 105, 59.27, 269.8
80484548, 9, 1.3284724, 103.7869089, 103, 64.54, 270.8
80684584, 9, 1.3284765, 103.7867850, 102, 67.66, 271.8
80884815, 9, 1.3284821, 103.7866576, 100, 70.29, 272.4
81085484, 9, 1.3284882, 103.7865282, 99, 71.62, 272.7
81375806, 9, 1.3284948, 103.7863977, 98, 72.42, 272.6
81485766, 9, 1.3285027, 103.7862667, 98, 72.92, 273.1
81686305, 9, 1.3285114, 103.7861359, 97, 73.00, 273.7
81886382, 9, 1.3285214, 103.7860054, 97, 72.70, 273.8
82086514, 9, 1.3285318, 103.7858763, 97, 72.85, 274.8
82377474, 9, 1.3285391, 103.7857576, 98, 71.20, 274.4
82487287, 9, 1.3285408, 103.7856544, 98, 61.49, 273.0
82687722, 9, 1.3285312, 103.7855640, 97, 53.53, 268.8
82887873, 9, 1.3285094, 103.7854862, 96, 48.04, 259.0
83088363, 9, 1.3284801, 103.7854214, 95, 42.11, 249.8
83278419, 8, 1.3284801, 103.7854214, 95, 37.08, 242.1
83378800, 8, 1.3284469, 103.7853697, 94, 37.08, 242.1
83489047, 8, 1.3284123, 103.7853312, 92, 31.40, 232.8
83679193, 9, 1.3284123, 103.7853312, 92, 26.14, 223.8
83688867, 9, 1.3283787, 103.7853049, 91, 26.14, 223.8
83889311, 9, 1.3283475, 103.7852909, 89, 21.41, 211.6
84089629, 9, 1.3283207, 103.7852885, 88, 16.81, 195.3
84380038, 9, 1.3282987, 103.7852976, 87, 13.57, 172.4
84490226, 9, 1.3282809, 103.7853177, 85, 13.57, 142.5
84690555, 9, 1.3282666, 103.7853476, 84, 16.71, 122.3
84890714, 9, 1.3282566, 103.7853862, 83, 20.23, 109.4
85091106, 9, 1.3282504, 103.7854335, 83, 24.19, 100.3
85381625, 9, 1.3282477, 103.7854889, 84, 28.89, 94.7
85491837, 9, 1.3282488, 103.7855509, 86, 32.83, 90.8
85682192, 8, 1.3282488, 103.7855509, 86, 36.21, 87.1
85691814, 8, 1.3282538, 103.7856168, 89, 36.21, 87.1
85882541, 9, 1.3282538, 103.7856168, 89, 37.41, 84.4
85892460, 9, 1.3282613, 103.7856833, 92, 37.41, 84.4
86092826, 9, 1.3282703, 103.7857494, 95, 37.15, 82.8
86383266, 9, 1.3282803, 103.7858148, 98, 37.00, 81.8
86493487, 9, 1.3282909, 103.7858801, 100, 36.73, 81.0
86693691, 9, 1.3283018, 103.7859452, 102, 36.71, 80.9
86893804, 9, 1.3283138, 103.7860122, 102, 36.76, 80.3
87094167, 9, 1.3283284, 103.7860871, 103, 38.93, 79.5
87384515, 9, 1.3283464, 103.7861753, 102, 45.88, 78.6
87494746, 9, 1.3283671, 103.7862763, 101, 54.12, 78.5
87695149, 9, 1.3283899, 103.7863864, 100, 60.50, 78.4
87895129, 9, 1.3284139, 103.7865021, 99, 64.43, 78.3
88095693, 9, 1.3284384, 103.7866212, 98, 66.84, 78.5
88386085, 9, 1.3284632, 103.7867422, 98, 68.28, 78.4
88496274, 9, 1.3284874, 103.7868641, 97, 68.98, 78.7
88696802, 9, 1.3285112, 103.7869866, 96, 69.27, 79.0
88896692, 9, 1.3285348, 103.7871094, 96, 69.44, 79.1
89097372, 9, 1.3285573, 103.7872326, 95, 69.60, 79.3
89387568, 9, 1.3285770, 103.7873558, 94, 69.57, 80.2
89497829, 9, 1.3285936, 103.7874791, 93, 69.23, 81.6
89697868, 9, 1.3286057, 103.7876003, 93, 69.07, 83.2
89898455, 9, 1.3286104, 103.7877117, 92, 66.34, 85.6
90098520, 9, 1.3286037, 103.7878093, 91, 57.81, 89.7
90389328, 9, 1.3285825, 103.7878939, 89, 51.46, 98.2
90499215, 9, 1.3285499, 103.7879645, 88, 46.16, 110.2
90699750, 9, 1.3285105, 103.7880218, 86, 41.09, 119.8
90899792, 9, 1.3284668, 103.7880668, 85, 36.37, 128.9
91100023, 9, 1.3284233, 103.7881003, 83, 32.16, 137.7
91390740, 9, 1.3283813, 103.7881235, 81, 28.15, 146.5
91510940, 9, 1.3283419, 103.7881377, 79, 24.60, 155.3
91701175, 9, 1.3283054, 103.7881438, 76, 21.79, 165.3
91911520, 9, 1.3282721, 103.7881427, 74, 19.57, 176.0
92101841, 9, 1.3282436, 103.7881333, 72, 17.49, 188.2
92391831, 9, 1.3282208, 103.7881135, 71, 16.26, 209.5
92502336, 9, 1.3282030, 103.7880831, 70, 17.84, 231.3
92702497, 9, 1.3281889, 103.7880440, 70, 21.52, 245.3
92902800, 9, 1.3281780, 103.7879987, 71, 24.84, 253.5
93113086, 9, 1.3281700, 103.7879501, 72, 26.96, 258.4
93393653, 9, 1.3281652, 103.7878987, 75, 27.75, 262.3
93504056, 9, 1.3281632, 103.7878451, 78, 29.64, 266.4
93703875, 9, 1.3281629, 103.7877914, 81, 29.92, 268.9
93904140, 9, 1.3281634, 103.7877376, 84, 29.74, 270.0
94104389, 9, 1.3281643, 103.7876829, 86, 30.05, 270.6
94395003, 9, 1.3281653, 103.7876274, 88, 30.63, 270.9
94505149, 9, 1.3281665, 103.7875706, 90, 31.17, 271.1
94705416, 9, 1.3281681, 103.7875128, 91, 31.88, 271.3
94906015, 9, 1.3281702, 103.7874527, 92, 32.45, 271.8
95106383, 9, 1.3281737, 103.7873851, 92, 34.51, 272.4
95396403, 9, 1.3281801, 103.7873042, 93, 40.80, 273.8
95506662, 9, 1.3281894, 103.7872098, 94, 49.40, 275.1
95706966, 9, 1.3282014, 103.7871052, 95, 55.92, 276.0
95907421, 9, 1.3282146, 103.7869927, 96, 60.98, 276.6
96107573, 9, 1.3282282, 103.7868747, 96, 64.80, 276.6
96397840, 9, 1.3282423, 103.7867531, 97, 67.26, 276.4
96508421, 9, 1.3282573, 103.7866291, 97, 68.86, 276.8
96708273, 9, 1.3282722, 103.7865040, 97, 69.98, 276.9
96908790, 9, 1.3282880, 103.7863787, 97, 70.30, 276.8
97109191, 9, 1.3283048, 103.7862538, 97, 70.28, 277.5
97399806, 9, 1.3283225, 103.7861294, 97, 70.05, 277.9
97519678, 9, 1.3283407, 103.7860056, 96, 69.78, 278.3
97709914, 9, 1.3283585, 103.7858831, 96, 69.33, 278.3
97910424, 9, 1.3283761, 103.7857692, 96, 68.37, 278.1
98110737, 9, 1.3283942, 103.7856705, 96, 59.58, 278.7
98401047, 9, 1.3284191, 103.7855847, 96, 52.07, 282.0
98511103, 9, 1.3284514, 103.7855130, 95, 47.32, 289.9
98711494, 9, 1.3284909, 103.7854550, 94, 41.78, 299.7
98891448, 8, 1.3284909, 103.7854550, 94, 37.58, 309.4
98911841, 8, 1.3285352, 103.7854104, 93, 37.58, 309.4
99112018, 8, 1.3285828, 103.7853784, 92, 33.67, 320.0
99402524, 8, 1.3286316, 103.7853591, 91, 30.75, 331.8
99512580, 8, 1.3286796, 103.7853523, 89, 28.07, 344.8
99702770, 9, 1.3286796, 103.7853523, 89, 25.97, 359.4
99712666, 9, 1.3287223, 103.7853577, 89, 25.97, 359.4
99892818, 7, 1.3287223, 103.7853577, 89, 22.67, 15.9
99912645, 7, 1.3287602, 103.7853748, 89, 22.67, 15.9
100112631, 7, 1.3287934, 103.7854024, 87, 23.66, 32.1
100402969, 7, 1.3288205, 103.7854390, 86, 24.66, 46.9
100502971, 8, 1.3288205, 103.7854390, 86, 26.16, 59.4
100513135, 8, 1.3288415, 103.7854835, 85, 26.16, 59.4
100702957, 9, 1.3288415, 103.7854835, 85, 28.65, 69.0
100723310, 9, 1.3288576, 103.7855348, 84, 28.65, 69.0
100913449, 9, 1.3288696, 103.7855921, 84, 31.09, 75.2
101113485, 9, 1.3288790, 103.7856540, 84, 33.83, 79.7
101403522, 9, 1.3288877, 103.7857188, 85, 35.61, 82.2
101513503, 9, 1.3288963, 103.7857845, 86, 36.94, 82.4
101723936, 9, 1.3289050, 103.7858498, 87, 36.71, 82.4
101923843, 9, 1.3289133, 103.7859143, 89, 36.39, 82.4
102114123, 9, 1.3289208, 103.7859774, 90, 35.82, 83.0
102414317, 9, 1.3289279, 103.7860382, 90, 34.64, 83.3
102524457, 9, 1.3289343, 103.7860967, 91, 33.43, 83.5
102724574, 9, 1.3289383, 103.7861522, 91, 31.78, 84.1
102925357, 9, 1.3289382, 103.7862047, 91, 30.07, 87.3
103125167, 9, 1.3289337, 103.7862538, 90, 28.35, 92.7
103415162, 9, 1.3289249, 103.7862996, 88, 26.62, 97.8
103525646, 9, 1.3289117, 103.7863419, 87, 25.42, 104.0
103725715, 9, 1.3288943, 103.7863804, 85, 23.92, 110.5
103925909, 9, 1.3288723, 103.7864155, 82, 23.14, 118.0
104125753, 9, 1.3288456, 103.7864467, 80, 22.88, 125.8
104405802, 9, 1.3288144, 103.7864734, 77, 22.99, 134.7
104526276, 9, 1.3287788, 103.7864945, 74, 22.70, 143.6
104716168, 9, 1.3287405, 103.7865094, 72, 23.17, 154.6
104926532, 9, 1.3287027, 103.7865175, 69, 22.38, 163.6
105126492, 9, 1.3286680, 103.7865195, 66, 20.52, 172.9
105416513, 9, 1.3286381, 103.7865166, 64, 17.98, 181.4
105526661, 9, 1.3286133, 103.7865096, 61, 15.52, 190.8
105726995, 9, 1.3285935, 103.7864993, 58, 13.24, 202.0
105926858, 9, 1.3285782, 103.7864863, 55, 11.71, 214.3
106127165, 9, 1.3285674, 103.7864709, 52, 10.83, 227.5
106417533, 9, 1.3285610, 103.7864531, 49, 10.40, 242.9
106507351, 8, 1.3285610, 103.7864531, 49, 10.76, 256.3
106527599, 8, 1.3285589, 103.7864333, 47, 10.76, 256.3
106727511, 8, 1.3285606, 103.7864121, 45, 11.67, 269.7
106927644, 8, 1.3285659, 103.7863904, 43, 12.09, 278.6
107127983, 8, 1.3285757, 103.7863676, 42, 12.99, 287.5
107408586, 8, 1.3285908, 103.7863436, 41, 14.69, 297.5
107528667, 8, 1.3286111, 103.7863194, 40, 17.00, 305.9
107708859, 9, 1.3286111, 103.7863194, 40, 18.27, 312.7
107729201, 9, 1.3286347, 103.7862967, 39, 18.27, 312.7
107929200, 9, 1.3286605, 103.7862757, 38, 18.33, 318.5
108129609, 9, 1.3286882, 103.7862565, 38, 18.62, 322.8
108420176, 9, 1.3287184, 103.7862394, 37, 18.86, 327.0
108530251, 9, 1.3287511, 103.7862250, 37, 19.57, 332.6
108730732, 9, 1.3287858, 103.7862152, 37, 20.04, 339.5
108931058, 9, 1.3288206, 103.7862124, 37, 19.89, 348.9
109130986, 9, 1.3288527, 103.7862174, 36, 18.97, 1.7
109421674, 9, 1.3288781, 103.7862295, 36, 17.29, 16.7
109531759, 9, 1.3288954, 103.7862458, 35, 14.44, 35.4
109732117, 9, 1.3289026, 103.7862621, 34, 12.23, 52.8
109922521, 9, 1.3288991, 103.7862742, 34, 8.34, 85.8
110132380, 9, 1.3288898, 103.7862799, 33, 6.46, 108.6
110423214, 9, 1.3288790, 103.7862795, 33, 6.05, 144.7
110533390, 9, 1.3288688, 103.7862743, 32, 6.16, 167.2
110733189, 9, 1.3288609, 103.7862653, 32, 6.68, 192.1
110933466, 9, 1.3288566, 103.7862545, 32, 6.74, 213.9
111133460, 9, 1.3288569, 103.7862428, 31, 6.43, 241.2
111423759, 9, 1.3288619, 103.7862303, 31, 7.13, 268.1
111533813, 9, 1.3288705, 103.7862177, 31, 8.02, 298.5
111733769, 9, 1.3288822, 103.7862056, 31, 9.19, 310.0
111933818, 9, 1.3288964, 103.7861948, 31, 9.54, 317.4
112134251, 9, 1.3289144, 103.7861853, 31, 10.25, 326.9
112424213, 9, 1.3289362, 103.7861779, 30, 12.13, 336.4
112534604, 9, 1.3289608, 103.7861740, 31, 13.31, 345.6
112734339, 9, 1.3289871, 103.7861750, 31, 14.38, 356.2
112934520, 9, 1.3290132, 103.7861803, 32, 14.78, 7.8
113134758, 9, 1.3290386, 103.7861871, 32, 14.72, 15.0
113424729, 9, 1.3290631, 103.7861940, 32, 14.29, 15.1
113534950, 9, 1.3290870, 103.7862008, 32, 13.81, 16.5
113735020, 9, 1.3291106, 103.7862072, 32, 13.51, 14.7
113935088, 9, 1.3291343, 103.7862145, 31, 13.36, 16.1
114135707, 9, 1.3291585, 103.7862231, 31, 13.90, 18.2
114425897, 9, 1.3291817, 103.7862357, 31, 14.46, 21.2
114535655, 9, 1.3291999, 103.7862538, 30, 14.80, 35.6
114736101, 9, 1.3292065, 103.7862766, 30, 13.97, 54.1
114936447, 9, 1.3292003, 103.7862986, 29, 13.66, 92.7
115136500, 9, 1.3291884, 103.7863151, 29, 12.50, 118.8
115426895, 9, 1.3291753, 103.7863224, 28, 10.29, 133.8
115537192, 9, 1.3291636, 103.7863212, 28, 7.23, 153.0
115737782, 9, 1.3291551, 103.7863161, 28, 6.06, 167.7
115937779, 9, 1.3291510, 103.7863094, 28, 5.15, 191.6
116137780, 9, 1.3291511, 103.7863020, 28, 4.15, 227.2
116428126, 9, 1.3291542, 103.7862940, 27, 4.44, 261.4
116538202, 9, 1.3291601, 103.7862858, 27, 5.19, 284.5
116738226, 9, 1.3291686, 103.7862788, 27, 5.95, 302.1
116938480, 9, 1.3291789, 103.7862748, 27, 6.50, 314.9
117138608, 9, 1.3291886, 103.7862757, 26, 5.96, 330.8
117428736, 9, 1.3291929, 103.7862825, 25, 5.24, 354.2
117538891, 9, 1.3291896, 103.7862920, 24, 5.45, 37.8
117739096, 9, 1.3291806, 103.7862997, 24, 6.26, 90.7
117939087, 9, 1.3291689, 103.7863027, 23, 6.92, 149.3
118139064, 9, 1.3291589, 103.7862986, 23, 6.58, 162.4
118429329, 9, 1.3291556, 103.7862902, 23, 6.09, 187.5
118539358, 9, 1.3291592, 103.7862828, 23, 5.14, 236.3
118739398, 9, 1.3291656, 103.7862791, 23, 4.59, 277.3
118939481, 9, 1.3291724, 103.7862806, 23, 4.05, 308.7
119139834, 9, 1.3291768, 103.7862871, 23, 4.29, 353.7
