loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 92894489,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0, 1000, 1.834, 1002,  -1,   0,   0, 185, -142, 4133, 116, 121, 131, 131, 0, 0, IDLE, 0, 0
256, 93025091,   2,   0,  -2,   0,   0,   0,   8,  -2,   0,   0,   0,   0, 1000, 1.834, 1012,  -2,   1,   1, 179, -132, 4141, 116, 136, 165, 169, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
264, 93029148,   1,   0,   0,   0,   0,   0,   3,  -1,   0,   0,   0,   0, 1000, 1.834, 1012,  -2,   1,   0, 178, -151, 4144, 116, 125, 140, 149, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
272, 93033483,   0,   0,   1,   0,   0,   0,  -8,   2,   0,   0,   0,   0, 1000, 1.834, 1012,   1,   0,  -1, 181, -138, 4141, 168, 152, 123, 120, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
280, 93037535,  -1,   0,   0,   0,   0,   0,  -5,   1,   0,   0,   0,   0, 1000, 1.834, 1012,   2,   0,   0, 183, -117, 4137, 152, 143, 121, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
288, 93041598,   0,   0,  -2,   0,   0,   0,   4,  -1,   0,   0,   0,   0, 1000, 1.834, 1012,  -1,   0,   1, 186, -116, 4138, 116, 130, 144, 141, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
296, 93045659,   2,   0,  -1,   0,   0,   0,   8,  -2,   0,   0,   0,   0, 1000, 1.834, 1012,  -3,   1,   0, 174, -121, 4138, 116, 132, 165, 174, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
304, 93049724,   0,   0,   2,   0,   0,   0,  -1,   0,   0,   0,   0,   0, 1000, 1.834, 1012,  -1,   0,  -1, 166, -113, 4138, 131, 120, 117, 125, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
312, 93053824,  -1,   0,   0,   0,   0,   0,  -9,   3,   0,   0,   0,   0, 1000, 1.834, 1012,   2,   0,   0, 165, -74, 4132, 178, 161, 131, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
320, 93057896,  -1,   0,  -2,   0,   0,   0,  -2,   0,   0,   0,   0,   0, 1000, 1.834, 1012,   1,   0,   1, 168, -67, 4133, 133, 138, 127, 116, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
328, 93061979,   2,   0,  -2,   0,   0,   0,  10,  -3,   0,   0,   0,   0, 1000, 1.834, 1012,  -2,   1,   1, 164, -86, 4137, 116, 138, 170, 178, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
336, 93066055,   2,   0,   0,   0,   0,   0,   5,  -1,   0,   0,   0,   0, 1000, 1.834, 1012,  -2,   1,   0, 164, -111, 4142, 118, 124, 145, 158, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
344, 93070110,   0,   0,   0,   0,   0,   0,  -7,   2,   0,   0,   0,   0, 1000, 1.834, 1012,   0,   0,   0, 168, -96, 4140, 161, 146, 127, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
352, 93074157,  -2,   0,   0,   0,   0,   0,  -7,   1,   0,   0,   0,   0, 1000, 1.834, 1012,   2,   0,   0, 174, -80, 4139, 168, 156, 124, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
360, 93078221,   0,   0,   0,   0,   0,   0,   2,  -1,   0,   0,   0,   0, 1000, 1.834, 1012,   0,   0,   0, 177, -90, 4142, 116, 125, 129, 132, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
