time (us), GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course
103398858, 7, 1.3294204, 103.7861270, 22, 0.06, 206.7
103401389, 7, 1.3294203, 103.7861271, 22, 0.06, 206.7
103791760, 7, 1.3294201, 103.7861273, 22, 0.12, 206.7
104022261, 7, 1.3294199, 103.7861274, 22, 0.09, 206.7
104222226, 7, 1.3294198, 103.7861275, 22, 0.15, 206.7
104422148, 7, 1.3294196, 103.7861277, 22, 0.16, 206.7
104792425, 7, 1.3294194, 103.7861277, 22, 0.17, 206.7
104882336, 7, 1.3294193, 103.7861276, 22, 0.11, 206.7
105022927, 7, 1.3294191, 103.7861278, 22, 0.15, 206.7
105222793, 7, 1.3294185, 103.7861278, 22, 0.14, 206.7
105423373, 7, 1.3294169, 103.7861275, 23, 0.68, 186.2
105793682, 7, 1.3294128, 103.7861263, 23, 1.54, 197.8
105884184, 7, 1.3294057, 103.7861246, 24, 3.12, 195.7
106024163, 7, 1.3293946, 103.7861225, 25, 5.12, 194.2
106224603, 7, 1.3293805, 103.7861218, 26, 7.87, 186.0
106424892, 7, 1.3293648, 103.7861241, 27, 8.28, 178.5
106795514, 7, 1.3293492, 103.7861305, 28, 8.79, 165.9
106885407, 7, 1.3293328, 103.7861428, 29, 10.33, 150.8
107025976, 7, 1.3293169, 103.7861610, 30, 12.28, 136.8
107226026, 7, 1.3293023, 103.7861868, 31, 15.14, 126.4
107426326, 7, 1.3292899, 103.7862198, 32, 18.23, 114.1
107796676, 7, 1.3292795, 103.7862582, 33, 20.97, 107.6
107886429, 7, 1.3292707, 103.7863005, 34, 23.27, 102.9
108026893, 7, 1.3292626, 103.7863453, 34, 24.65, 100.8
108226795, 7, 1.3292557, 103.7863936, 35, 25.71, 99.9
108427062, 7, 1.3292500, 103.7864483, 35, 28.50, 97.0
108797253, 7, 1.3292454, 103.7865101, 36, 32.33, 95.3
108887034, 7, 1.3292419, 103.7865831, 37, 36.61, 93.8
109027400, 7, 1.3292395, 103.7866710, 38, 44.51, 92.0
109237521, 7, 1.3292376, 103.7867713, 40, 53.14, 91.5
109427706, 7, 1.3292353, 103.7868794, 42, 58.50, 91.5
109797647, 7, 1.3292321, 103.7869927, 43, 62.00, 91.7
109887976, 7, 1.3292288, 103.7871088, 45, 64.03, 92.0
110027821, 7, 1.3292263, 103.7872260, 46, 65.21, 91.5
110228183, 7, 1.3292220, 103.7873371, 47, 65.30, 90.9
110427945, 7, 1.3292182, 103.7874257, 48, 58.42, 93.1
110798454, 7, 1.3292190, 103.7874939, 48, 45.26, 89.9
110888357, 7, 1.3292206, 103.7875548, 49, 36.61, 88.5
