time (us), GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course
49590476, 16, 1.3293989, 103.7861876, 25, 0.03, 218.6
49839306, 16, 1.3293988, 103.7861876, 25, 0.03, 218.6
50099273, 16, 1.3293988, 103.7861875, 25, 0.06, 218.6
50249436, 16, 1.3293988, 103.7861874, 25, 0.11, 218.6
50449836, 18, 1.3293988, 103.7861874, 25, 0.11, 218.6
50459503, 18, 1.3293989, 103.7861875, 25, 0.11, 218.6
50639549, 19, 1.3293989, 103.7861875, 25, 0.03, 218.6
50649688, 19, 1.3293988, 103.7861875, 25, 0.08, 218.6
50839846, 19, 1.3293988, 103.7861876, 25, 0.08, 218.6
51100388, 19, 1.3293989, 103.7861876, 25, 0.10, 218.6
51441197, 19, 1.3293987, 103.7861878, 25, 0.07, 218.6
51641182, 19, 1.3293972, 103.7861876, 26, 0.17, 218.6
51841432, 19, 1.3293931, 103.7861869, 26, 1.38, 206.4
52102154, 19, 1.3293860, 103.7861868, 28, 3.16, 195.1
52232116, 20, 1.3293860, 103.7861868, 28, 4.51, 177.5
52242299, 20, 1.3293768, 103.7861892, 29, 4.51, 177.5
52452310, 20, 1.3293662, 103.7861955, 31, 6.10, 159.0
52643054, 20, 1.3293545, 103.7862074, 33, 7.48, 144.6
52843362, 20, 1.3293412, 103.7862267, 34, 11.03, 128.4
53103606, 20, 1.3293277, 103.7862517, 35, 14.88, 121.9
53243632, 20, 1.3293152, 103.7862803, 36, 16.78, 115.6
53453758, 20, 1.3293038, 103.7863115, 36, 18.82, 108.0
53654002, 20, 1.3292939, 103.7863453, 37, 20.71, 104.6
53853991, 20, 1.3292856, 103.7863888, 37, 20.71, 104.6
54114248, 20, 1.3292794, 103.7864478, 37, 37.44, 94.3
54254292, 20, 1.3292769, 103.7865219, 36, 37.44, 94.3
54444600, 19, 1.3292769, 103.7865219, 36, 45.08, 90.3
54454862, 19, 1.3292790, 103.7866089, 36, 45.08, 90.3
54654673, 19, 1.3292835, 103.7867057, 35, 51.71, 87.4
54854611, 19, 1.3292886, 103.7868071, 36, 55.85, 87.2
