loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 56754918,   1,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 163, -192, 4233, 123, 115, 132, 128, 0, 0, IDLE, 0, 0
440, 56979096,   0,   0,   5,   0,   0,   0,   2,   0,   0,  -1,   0,   1, 1000, 1.843, 1023,  -1,   0,  -1, 178, -199, 4253, 139, 115, 123, 146, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
448, 56983199,   0,   0,   5,   0,   0,   0,  -1,   0,   0,  -2,   0,   0, 1000, 1.843, 1023,  -1,   0,  -1, 181, -206, 4252, 146, 127, 115, 138, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
456, 56987278,   0,   0,   0,   0,   0,   0,   2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 184, -207, 4250, 115, 117, 124, 122, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
464, 56991584,  -1,   0,  -2,   0,   0,   0,  -3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   1, 203, -211, 4244, 131, 144, 123, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
472, 56995642,   0,   0,   0,   0,   0,   0,  -1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 219, -218, 4237, 123, 128, 116, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
480, 56999701,   0,   0,   2,   0,   0,   0,   2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,  -1, 231, -230, 4232, 124, 115, 124, 130, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
488, 57003767,   0,   0,   1,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,  -1, 238, -244, 4231, 123, 116, 124, 133, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
496, 57007820,   0,   0,  -1,   0,   0,   0,   0,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   1, 238, -249, 4232, 116, 124, 121, 116, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
504, 57011887,  -1,   0,  -2,   0,   0,   0,  -3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   1,   0,   1, 235, -245, 4233, 138, 146, 127, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
512, 57015934,  -1,   0,  -1,   0,   0,   0,  -1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   1,   0,   1, 230, -241, 4236, 129, 135, 123, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
520, 57020015,   0,   0,   1,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 226, -237, 4240, 119, 117, 116, 124, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
528, 57024087,   0,   0,   2,   0,   0,   0,   3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,  -1, 221, -243, 4243, 129, 115, 131, 138, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
536, 57028158,   0,   0,   0,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 216, -247, 4244, 118, 115, 124, 124, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
544, 57032234,  -1,   0,   0,   0,   0,   0,  -4,  -1,   0,  -1,   0,   0, 1000, 1.843, 1023,   1,   0,   0, 211, -233, 4247, 137, 146, 117, 120, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
552, 57036280,   0,   0,   0,   0,   0,   0,  -1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 203, -219, 4251, 124, 128, 118, 116, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
560, 57040346,   0,   0,   0,   0,   0,   0,   3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 202, -213, 4252, 116, 116, 127, 128, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
568, 57044409,   0,   0,   1,   0,   0,   0,   2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 201, -214, 4255, 120, 116, 127, 133, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
576, 57048470,   0,   0,   0,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 194, -219, 4255, 117, 116, 123, 127, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
584, 57052528,   0,   0,  -1,   0,   0,   0,  -3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   1, 216, -232, 4257, 136, 141, 124, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
592, 57056586,  -1,   0,  -2,   0,   0,   0,  -3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   1, 233, -238, 4258, 132, 142, 124, 116, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
600, 57060647,   0,   0,   0,   0,   0,   0,   3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 243, -247, 4259, 116, 116, 128, 127, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
608, 57064730,   0,   0,   1,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,  -1, 250, -262, 4261, 125, 115, 123, 125, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
616, 57068791,   0,   0,   0,   0,   0,   0,   0,  -1,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 247, -266, 4260, 120, 121, 115, 123, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
624, 57072836,  -1,   0,  -1,   0,   0,   0,  -2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   1,   0,   0, 242, -259, 4259, 128, 134, 119, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
632, 57076902,  -1,   0,  -1,   0,   0,   0,  -2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   1,   0,   0, 240, -254, 4259, 130, 133, 122, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
640, 57080980,   0,   0,   0,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 238, -245, 4257, 115, 120, 118, 119, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
648, 57085329,   0,   0,   1,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,  -1, 233, -245, 4255, 121, 118, 118, 129, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
656, 57089386,   0,   0,   0,   0,   0,   0,   2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 228, -240, 4254, 117, 115, 125, 125, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
664, 57093453,   0,   0,  -1,   0,   0,   0,  -1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 222, -233, 4252, 125, 131, 121, 116, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
672, 57097514,   0,   0,  -1,   0,   0,   0,  -2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 213, -227, 4252, 129, 131, 121, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
680, 57101581,   0,   0,   0,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 208, -214, 4251, 115, 118, 117, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
688, 57105636,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,  -1, 203, -217, 4252, 130, 119, 117, 122, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
696, 57109695,   0,   0,   0,   0,   0,   0,   3,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 198, -217, 4252, 118, 115, 133, 131, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
704, 57113836,   0,   0,  -2,   0,   0,   0,   0,  -1,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   1, 192, -214, 4251, 116, 130, 125, 120, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
712, 57117899,  -1,   0,  -1,   0,   0,   0,  -4,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   1, 191, -209, 4252, 138, 142, 124, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
720, 57121938,   0,   0,   1,   0,   0,   0,   2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,   0, 191, -198, 4253, 120, 115, 122, 127, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
728, 57125994,   0,   0,   3,   0,   0,   0,   0,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,   0,   0,  -1, 187, -203, 4253, 133, 119, 116, 128, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
736, 57130033,   0,   0,   0,   0,   0,   0,   2,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   0, 188, -203, 4251, 115, 119, 129, 128, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
744, 57134076,   0,   0,  -3,   0,   0,   0,   1,   0,   0,  -1,   0,   0, 1000, 1.843, 1023,  -1,   0,   1, 191, -208, 4249, 115, 131, 135, 122, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
752, 57138156,  -1,   0,  -3,   0,   0,   0,  -5,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   1,   0,   1, 178, -211, 4249, 143, 156, 132, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
760, 57142217,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,  -1, 159, -208, 4253, 118, 119, 115, 120, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
768, 57146378,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,  -1, 148, -221, 4257, 131, 116, 119, 126, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
776, 57150436,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,   0, 142, -224, 4257, 115, 120, 120, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
784, 57154488,   0,   0,  -5,   0,   0,   0,   2,  -1,   0,  -1,   0,  -1, 1000, 1.843, 1023,  -1,   0,   1, 138, -231, 4258, 115, 140, 142, 128, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
792, 57158572,  -1,   0,  -4,   0,   0,   0,  -3,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,   1, 141, -234, 4258, 133, 148, 134, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
800, 57162628,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,  -1, 146, -220, 4258, 122, 121, 116, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
808, 57166693,   0,   0,   2,   0,   0,   0,   0,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,  -1, 149, -216, 4260, 126, 119, 115, 124, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
816, 57170766,   0,   0,   0,   0,   0,   0,   1,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,  -1,   0,   0, 152, -214, 4258, 116, 119, 128, 123, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
824, 57174828,   0,   0,  -6,   0,   0,   0,   3,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,  -1,   0,   2, 158, -220, 4260, 116, 140, 155, 130, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
832, 57179171,   0,   0,  -4,   0,   0,   0,  -2,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,   1, 164, -221, 4260, 126, 150, 132, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
840, 57183259,   0,   0,   1,   0,   0,   0,  -1,   1,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,  -1, 169, -206, 4260, 133, 124, 119, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
848, 57187320,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,   0,   0,  -1, 175, -200, 4258, 131, 124, 115, 125, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
856, 57191382,   0,   0,  -1,   0,   0,   0,   1,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,  -1,   0,   0, 175, -199, 4258, 115, 121, 127, 124, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
864, 57195474,   0,   0,  -6,   0,   0,   0,   4,   0,   0,  -1,   0,  -1, 1000, 1.843, 1023,  -2,   0,   2, 180, -211, 4254, 118, 137, 165, 135, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
872, 57199569,   0,   1,  -4,   0,   0,   0,  -2,   9,   0,  -1,   3,  -1, 1000, 1.843, 1023,   0,   0,   1, 183, -217, 4252, 168, 140, 173, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
880, 57203674,  -1,   4,   0,   0,   0,   0,  -3,   7,   0,  -1,   7,  -1, 1000, 1.843, 1023,   1,   0,  -1, 187, -204, 4251, 181, 133, 160, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
888, 57207738,  -1,   4,   0,   0,   0,   0,  -1,   1,   0,  -1,   7,  -1, 1000, 1.843, 1023,   1,   0,  -1, 192, -197, 4250, 152, 126, 138, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
896, 57211794,   0,   4,  -3,   0,   0,   0,   1,   0,   0,  -1,   7,  -1, 1000, 1.843, 1023,   0,   0,   1, 191, -199, 4248, 136, 126, 152, 117, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
904, 57215974,   0,   4,  -7,   0,   0,   0,   5,   0,   0,  -1,   7,  -1, 1000, 1.843, 1023,  -2,   0,   2, 192, -209, 4243, 125, 134, 181, 133, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
912, 57220055,   0,   6,  -2,   0,   0,   0,   0,   9,   0,  -1,  12,  -1, 1000, 1.843, 1023,  -1,   0,   0, 194, -201, 4243, 184, 127, 191, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
920, 57224110,  -2,   9,   5,   0,   0,   0,  -6,   1,   0,  -1,  15,  -1, 1000, 1.843, 1023,   2,   0,  -2, 194, -176, 4239, 207, 140, 149, 127, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
928, 57228177,  -2,  10,   1,   0,   0,   0,  -2,   1,   0,  -1,  16,  -1, 1000, 1.843, 1023,   1,   0,  -1, 193, -163, 4242, 187, 134, 161, 118, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
936, 57232240,   0,  10,  -8,   0,   0,   0,   6,   2,   0,  -1,  17,  -1, 1000, 1.843, 1023,  -1,   0,   2, 192, -174, 4241, 155, 136, 216, 129, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
944, 57236289,   1,  11,  -7,   0,   0,   0,   6,   2,   0,  -1,  18,  -1, 1000, 1.843, 1023,  -2,   0,   2, 189, -198, 4244, 160, 131, 223, 133, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
952, 57240341,   0,  11,   5,   0,   1,   0,  -3,   0,   0,  -1,  18,  -1, 1004, 1.843, 1023,   0,   0,  -3, 189, -196, 4245, 197, 123, 161, 130, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
960, 57244412,  -2,  11,  11,   0,   1,   0,  -8,   7,   0,  -1,  20,  -1, 1011, 1.843, 1023,   2,   1,  -5, 191, -170, 4250, 267, 137, 178, 141, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
968, 57248469,  -1,  14,  -2,   0,   2,   0,   0,   8,   0,  -1,  24,  -1, 1011, 1.843, 1023,   1,   0,   0, 188, -166, 4253, 222, 131, 225, 115, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
976, 57252549,   1,  15, -15,   0,   3,   0,   9,   0,   0,  -1,  25,  -1, 1011, 1.843, 1023,  -2,   1,   5, 194, -200, 4252, 172, 155, 276, 137, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
984, 57256617,   0,  15,  -4,   0,   4,   0,   2,   1,   0,  -1,  25,  -1, 1011, 1.834, 1023,  -2,   0,   1, 189, -215, 4255, 196, 127, 226, 122, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
992, 57260675,  -1,  15,   6,   0,   4,   0,  -6,   0,   0,  -1,  25,  -1, 1021, 1.834, 1023,   1,   0,  -3, 191, -204, 4254, 242, 136, 185, 128, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
1000, 57264741,  -1,  16,   3,   0,   5,   0,  -2,   3,   0,  -1,  26,  -1, 1030, 1.834, 1023,   0,   0,  -2, 191, -203, 4260, 239, 123, 215, 121, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE, 1, 1
