time (us), GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course
56755423, 20, 1.3293907, 103.7862403, 23, 0.02, 74.1
57013909, 20, 1.3293907, 103.7862404, 23, 0.02, 74.1
57134076, 20, 1.3293908, 103.7862405, 23, 0.01, 74.1
57324058, 20, 1.3293907, 103.7862407, 23, 0.05, 74.1
57524557, 20, 1.3293907, 103.7862408, 23, 0.10, 74.1
57724492, 20, 1.3293906, 103.7862409, 23, 0.12, 74.1
58004949, 20, 1.3293900, 103.7862412, 23, 0.22, 74.1
58124763, 20, 1.3293887, 103.7862421, 23, 0.61, 154.3
58325216, 20, 1.3293850, 103.7862427, 24, 1.38, 164.5
58525649, 20, 1.3293783, 103.7862431, 24, 2.96, 170.9
58726071, 20, 1.3293692, 103.7862430, 25, 4.56, 178.1
59016451, 20, 1.3293579, 103.7862431, 26, 5.67, 180.4
59126746, 20, 1.3293450, 103.7862445, 26, 6.96, 179.7
59306603, 21, 1.3293450, 103.7862445, 26, 7.64, 169.5
59326895, 21, 1.3293311, 103.7862498, 27, 7.64, 169.5
59537128, 21, 1.3293173, 103.7862611, 28, 8.98, 151.1
59737674, 21, 1.3293046, 103.7862788, 29, 11.06, 131.8
60017675, 21, 1.3292931, 103.7863019, 30, 13.19, 119.8
60127887, 21, 1.3292828, 103.7863300, 31, 15.64, 112.7
60328391, 21, 1.3292741, 103.7863646, 31, 17.87, 107.2
60528572, 21, 1.3292656, 103.7864072, 32, 22.04, 101.8
60728559, 21, 1.3292567, 103.7864574, 33, 26.20, 100.7
61018759, 21, 1.3292468, 103.7865144, 33, 30.62, 99.4
61138851, 21, 1.3292365, 103.7865759, 34, 33.92, 99.3
61329175, 21, 1.3292260, 103.7866392, 35, 35.53, 99.9
61529572, 21, 1.3292158, 103.7867032, 36, 36.03, 99.1
61729625, 21, 1.3292070, 103.7867674, 37, 36.20, 98.6
62019965, 21, 1.3291998, 103.7868320, 39, 36.17, 97.4
62130023, 21, 1.3291954, 103.7868970, 40, 35.89, 95.1
62330328, 21, 1.3291936, 103.7869635, 41, 36.62, 92.0
62530525, 21, 1.3291925, 103.7870315, 42, 37.53, 91.2
62730543, 21, 1.3291918, 103.7871012, 44, 38.38, 90.8
63020811, 21, 1.3291918, 103.7871732, 46, 39.35, 90.4
63131156, 21, 1.3291923, 103.7872476, 48, 40.91, 89.5
63311222, 20, 1.3291923, 103.7872476, 48, 42.39, 89.6
63331001, 20, 1.3291926, 103.7873225, 50, 42.39, 89.6
63531076, 20, 1.3291922, 103.7873965, 53, 41.12, 90.0
63711172, 19, 1.3291922, 103.7873965, 53, 41.24, 90.6
63731225, 19, 1.3291926, 103.7874704, 55, 41.24, 90.6
64021519, 19, 1.3291957, 103.7875446, 58, 41.14, 88.8
64121517, 20, 1.3291957, 103.7875446, 58, 41.76, 86.5
64131638, 20, 1.3292016, 103.7876200, 61, 41.76, 86.5
64331768, 20, 1.3292083, 103.7876953, 64, 42.49, 84.7
64531794, 20, 1.3292118, 103.7877697, 67, 41.80, 85.3
64731854, 20, 1.3292089, 103.7878430, 70, 41.28, 89.1
64911855, 19, 1.3292089, 103.7878430, 70, 40.55, 95.7
65022232, 19, 1.3291957, 103.7879139, 73, 40.55, 95.7
65132485, 19, 1.3291705, 103.7879804, 75, 40.01, 105.3
65332560, 19, 1.3291336, 103.7880402, 77, 39.52, 115.9
65533010, 19, 1.3290866, 103.7880900, 79, 38.95, 127.2
65703530, 18, 1.3290866, 103.7880900, 79, 37.48, 139.1
65713141, 18, 1.3290319, 103.7881281, 81, 37.48, 139.1
65913802, 19, 1.3290319, 103.7881281, 81, 36.88, 150.8
66013620, 19, 1.3289734, 103.7881515, 82, 36.88, 150.8
66114007, 18, 1.3289734, 103.7881515, 82, 33.65, 165.6
66134132, 18, 1.3289160, 103.7881587, 83, 33.65, 165.6
66334000, 18, 1.3288606, 103.7881504, 83, 31.05, 180.2
66534352, 18, 1.3288058, 103.7881249, 83, 31.51, 196.1
66714512, 16, 1.3288058, 103.7881249, 83, 36.02, 212.1
66734780, 16, 1.3287494, 103.7880801, 81, 36.02, 212.1
66914898, 17, 1.3287494, 103.7880801, 81, 43.85, 223.4
67025013, 17, 1.3286953, 103.7880179, 80, 43.85, 223.4
67115107, 16, 1.3286953, 103.7880179, 80, 47.89, 234.1
67134975, 16, 1.3286512, 103.7879424, 79, 47.89, 234.1
67334901, 16, 1.3286219, 103.7878583, 77, 49.62, 245.1
67535184, 16, 1.3286069, 103.7877698, 76, 49.62, 256.1
67725468, 17, 1.3286069, 103.7877698, 76, 50.22, 264.4
67735167, 17, 1.3286001, 103.7876785, 75, 50.22, 264.4
68025351, 17, 1.3285966, 103.7875825, 74, 51.72, 267.1
68135512, 17, 1.3285940, 103.7874814, 74, 54.76, 268.6
68315379, 19, 1.3285940, 103.7874814, 74, 57.45, 268.5
68335678, 19, 1.3285907, 103.7873769, 74, 57.45, 268.5
68535869, 19, 1.3285861, 103.7872706, 74, 58.70, 267.9
